Field1,Inv No,FindNo,Alternate No,Fibre type,No of Fragments,Measurements in mm unless otherwise stated,Diameter of threads in mm (Warp/Weft),spin (Warp),spin (Weft),Thread count             per cm Warp,Thread count             per cm Weft,Weave,Type,Fulling,Fluffy Weft,Quality of Weave,Relationships/sample/ next steps,Color and Comments,Textile Analysis Reports,Source Document,Page No,Present GAG,<Older find or group no?>,Unit,Context No,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
1,SKH07-15645,15645,,Silk or silk blend,1,57.76x36.63 / 1.00,0.66 / 0.71,S2z,S2z,14 ?,?,Undetermined,,,,threads very fine and shiny,,"Dark Brown, Light Brown; seems to be a Tabby Weave but there is a pattern in the weave, like some sort of lace pattern [found] in knitted fragments; threads look and feel like a silk or silk blend; there seem to be different colours - may not be intention",,Skalholt2007 - box 6 Thury,39,,,,2872,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH04-4179 d,4179,,Silk Wool,2,47.30mmx6.31mm/34.85mmx 6.90mm,?,s,I,?,?,Tabby with floats - ribbon,tabby,,,industrial,,"Black Tan / Another braid or ribbon with two kinds of fibre in it looks like a combination of wool and silk though I might be wrong . I cannot tell what the weave is either, probably because this is industrially made ribbon. Almost looks like a tabby weav",,Textiles Michele Skalholt SKH 04-KS1 (2) recovered,,,,,1011,S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
1,SKH07-02691 b,2691,13649,Silk/Wool Blend?,1,34.16x7.43,0.20 / 0.35,s-i,z,28 to 29,36 ?,"Twill 2/2 ""probably"" an import",twill,,,,"""have tested?""","Gold warp, Brown weft; not sure if the silk is the warp or the weft; no surface treatment; probably an import; ""looks like a silk blend but not sure what else it could be for this time period,"" have tested?",,Skalholt Box 6 Feb 2014 MHS-2 recovered.docx,"11, 12",,,,572,S5.5,1800,1830,1800-1830,1780-1840,Pantry/Study & Library
1,SKH07-15701,15701,,Silk?,1,79.18 x 30.36,,,,,,"Knit, Stockinet",knit,,,,,Stockinet  stitch probably silk a frag was taken for fiber identification. A photo was taken with the dyno scope as there is a shift in the knit at some point a joining,"""Silk embroidery thread or embroidered cotton/linen garments also would have been imported. Sample SKH-2007-15701 is gold silk yarns that could have been embroidered on a cotton or linen blouse or skirt using stitches such as Baldýring, raised band work p",,,,,,2650,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH04-4182,4182,,Silk?,1,36.04 x 18.61,1.00 / 2.14,z2s2z,z2s2z ?,?,?,Undetermined,,,,,,"Brown; this is a strange fragment that appears to made out of silken blend of some kind (has a really loosely spun threads so probably not pure silk); the weave is really strange; seems as if the threads have knots tied at even places, like friendship bra",,SKH04 ks. 1.docx,10,,,,1011,S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
1,SKH06-09661 b,9661,,Silk? Fine Wool?,1,79.02x18.47,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,No colour given; fiber is unclear - could be Silk or fine wool.,,Textile Skalholt 2006 field season final (1).docx,31,,,,1861,S31.2,1700,1720,1700-1720,1690-1720,Bishops Dining Room
1,SKH07-15715,15715,,Un-determined,1,28.76x5.38,n/a,I,I,n/a,n/a,Resembles tablet weave;  ribbon,ribbon/band,,,,,"Brown; ""looks like a tablet woven piece but I suspect it is an import and is a ribbon."" ""The surface is intriguing as there is a shiny patina over it which I thought was corrosion or exposure to some metal, but it could be a silver paint""; ""under the real",,Textiles Skalholt 2007 final (1),47,,,,2872,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH07-15750,15750,,Vegetal,1,,,,,,,n/a,,,,,,Clumps of vegetal fibers,,Felts and Knits Skalholt 2,,,,,2695,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH06-09871,9871,,Vegetal matter,1,42.00x.6.28,not stated,n/a,n/a,not stated,n/a,braid of vegetal matter,braid,,,,,No colour given; braid of reeds or some vegetal matter they made rope with?,,"Skalholt,Sept 2014 SKH06 KS 14-2.docx",23,,,,2399,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
1,SKH05-6923,6923,,Vegetal Matter,0,n/a,n/a,n/a,n/a,n/a,n/a,Not Textile,,,,,,n/a vegetal matter.,,"Textiles, Laboratory Work Sheets from  SKH05-KS12 #3 ADC",15,,,,1424,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1,SKH05-6934 d,6934,1581,Vegetal Matter,0,n/a,n/a,n/a,n/a,n/a,n/a,Not Textile,,,,,,n/a vegetal matter,,"Textiles, Laboratory Work Sheets from  SKH05-KS12 #3 ADC",13,,,,1581,S19.1,1730,1770,1730-1770,1720-1780,School Refectory
1,SKH05-6951,6951,1365,Vegetal Matter,0,n/a,n/a,n/a,n/a,n/a,n/a,Vegetal Matter,,,,,,"Many small fragments of vegetal matter, not measured or dynoscoped; took photo.",,"Textiles, Laboratory Work Sheets from SKH05-KS12 #6 ADC",11,,,,1356,S11.1,1690,1720,1690-1720,1690-1720,Living Quarters
1,SKH07-15781,15781,,Vegetal or wood,0,,,,,,,n/a,,,,,,Plied fibers possibly wood or vegetal rather coarse:6.38 mm thick.- rope??,,Felts and Knits Skalholt 2,,,,,2785,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1,SKH04-4161,4161,,Wood,0,n/a,n/a,n/a,n/a,n/a,n/a,Wood,,,,,,,,Skalholt final numbers April 2016,5,,,,1084,S35.1,1898,1958,1898-1958,1870-1960,Western Farmhouse
1,SKH05-6920 a,6920,1390,Wool,1,49.22 x 30.96,0.44 / 0.46,I ?,I / s?,20,20,Basket Weave,tabby,,,"Import, very fine",,"Black, Tan, Yellow-Brown; an import, an extremely fine fabric – high thread count, very high finish on one side only – is this what teaseling looks like? –  the fibers on the finished side are well aligned, unlike the fuzzy and meandering fulling on Icela",,"Textiles, Laboratory Work Sheets from  SKH05-KS12 #2 ADC",21,,,,1390,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1,SKH04-4257 a,4257,,Wool,1,100.50 x 17.14,1.42 / 1.70,Z2s,Z2s,8,5 ?,Basket Weave ?,tabby,By Wear,,,,"Brown; it is in a strange weave, basket weave?; there seems to a pattern to it, two warp threads and then two weft threads; they both appear to be in a z2s and the weft thread looks like it is a bit more bulkier then the warp thread; the fragment is worn",,SKH04 ks. 2.docx,24,,,,1064,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH03-1494 a,1494,,Wool,1,63.22x10.15,0.46 / 1.11,Z2s,s,17,8,Basket Weave 2/2,tabby,,,,,Dark Brown; not a tablet weave but similar; a very narrow band with selvages on each side (edges); unlike tablet weaving you can see the weft.,,Textiles Skalholt Analysis sheet 2003 final (1),93 to 94,,,,283,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
1,SKH04-4179 f,4179,,Wool,1,89.92mmx 7.74mm,?,?,?,?,?,Braid,braid,,,,,Woolen braid. No analysis the ribbon is very matted and hard to determine spin etc.,,Textiles Michele Skalholt SKH 04-KS1 (2) recovered,,,,,1011,S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
1,SKH04-4179 c,4179,,Wool,1,55.91mmx6.62mm,n/a,z,n/a,n/a,n/a,Braid - complex,braid,,,,,Brown / Made of z pun yarns.  Dynoscope no analysis box for this item.,,Textiles Michele Skalholt SKH 04-KS1 (2) recovered,,,,,1011,S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
1,SKH05-7167 y 1,7167,,Wool,1,118.59 x 64.07 x 12.37,1.08 to 2.61,Z2s,n/a,n/a,n/a,Bundle of Threads,,,,,,"Light Brown, Dark Brown / there are many threads, most in a z2s spin and light brown in color; there is one dark brown plied brown z2s.",,SKH05 ks. 14.docx,58,,,,1643,S19.1,1730,1770,1730-1770,1720-1780,School Refectory
1,SKH05-7167 y 2,7167,,Wool,1,84.70 x 54.38 x 3.50,1.05 to 2.01,z,n/a,n/a,n/a,Bundle of Threads,,,,,,"Brown, Dark Brown / there are many threads in brown and dark brown; they are spun in z2s, though there is at least one thread spun in z spin that is all bundled up; the dark brown threads appear more tightly spun than the light brown.",,SKH05 ks. 14.docx,58,,,,1643,S19.1,1730,1770,1730-1770,1720-1780,School Refectory
1,SKH05-6917 f,6917,,Wool,4,116.93 x 120.45; 97.92 x 31.90; 84.65 x 46.80; 53.47 x 13.24,0.96,s & S2z,n/a,n/a,n/a,Bundles of Threads,,,,,,Brown; Dark Brown / the specimens look worn and matted and the threads are all stuck together.,,SKH05 ks. 14.docx,75,,,,1349,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1,SKH07-15697 b,15697,,Wool,1,7.46x7.46,0.7,S2z,n/a,n/a,n/a,Button ball made of plied yarns,,,,,,"Brown; no fabric structure, this is button made up of plied yarns; no weave; ""very round and small and [has] as small perforation on the top.""",,Skalholt Box 6 Feb 2014 MHS-2 recovered.docx,23,,,,2872,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH04-4279 a,4279,,Wool,1,63.05 x 40.18,n/a,n/a,n/a,n/a,n/a,Clump of Fibers,,,,,,Brown; no weave is visible; very matted; washed? Fragile.,,SKH04 ks. 2.docx,110,,,,891,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH02-18985,18985,102,Wool,1,8.06mm x6.99,,NA,NA,NA,NA,Clump of red wool,,No,NA,NA,,red fluff.,,,,,,,102,S20.4,1750,1770,1750-1770,1750-1780,School Dormitory
1,SKH04-4197,4197,,Wool,1,64.65 x 60.13,n/a,n/a,n/a,n/a,n/a,Clump of Wool,,,,,,Brown; some iron is stuck to the wool; there is dirt in it.,,SKH04 ks. 1.docx,30,,,,1187,S10.3,1760,1800,1760-1800,1750-1810,Kitchen
1,SKH04-4235 b,4235,,Wool,5,4cm x 40.32; 57.4cm x 59.21; 81.51 x 8.56; 21.9cm x 38.06; 100.10 x 26.50,n/a,n/a,n/a,n/a,n/a,Clump of Wool,,,,,,Brown; four fragments of roving material; made of finer wool - Icelandic; one fragment is z twisted and has a chunk of tar stuck to it.,,SKH04 ks 2 cont.2,8,,,,970,S15.2,1760,1800,1760-1800,1750-1810,Wheystore
1,SKH05-7174 b,7174,1679,Wool,1,55.10mmx27.09mm,n/a,n/a,n/a,n/a,n/a,Clump of wool,,,,,,,,Skalholt Michele – SKH05-KS.12 Alan’s box,,,,,1679,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
1,SKH06-09872 b,9872,,Wool,1,36.37x15.44,n/a,n/a,n/a,n/a,n/a,Clump of Wool,,,,,,No colour given; clump of wool.,,"Skalholt,Sept 2014 SKH06 KS 14-2.docx",31,,,,2333,S17.6,1750,1770,1750-1770,1750-1780,Meat Store
1,SKH06-64-9825 d,9825,,Wool,5,Overall: 61.84 x 33.59  / Yarns: 15.93  x 0.90  /  37.54 x 1.57  /  43.49 x 1.37  /  21.80 x 2.21  /  23.11 x 2.12,n/a,n/a,n/a,n/a,n/a,Clump of wool,,,,,one tiny feather found in the pile that might be worth analysis.,There are s2z and z2s plied yarns; all are plied.,,"Textiles, Laboratory Work sheet BOX SKH 2006- KS. 6 continuation",28,,,,2497,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
1,SKH07-15778,15778,,Wool,1,,,,,,,Clump of yarn,,,,,,"Clump of yarn plied yarn tied at the middle like a pompom, this could be stash of plied yarns for sewing or weaving.",,Felts and Knits Skalholt 2,,,,,2779,C.1,1670,1720,1670-1720,1660-1720,Courtyard
1,SKH07-15765 (1of2),15765,,Wool,2,,,,,,,Clump of yarn / threads,,,,,,2 clumps of yarn/ threads,,Felts and Knits Skalholt 2,,,,,2788,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH06-09691,9691,,Wool,1,61.90x55.62,not stated,s spun yarns,n/a,n/a,n/a,Clump of yarns,,,,,,"No colour given; ""clump of yarns; they were plied and have come undone; most are s spun; it almost looks like a knit that was undone.",,"Skalholt,Sept 2014 SKH06 KS 14-2.docx",22,,,,2230,IS.2,1720,1730,1720-1730,1720-1750,Interstice
1,SKH04-4183,4183,,Wool,2,36.80 x 21.29; 32.09 x 20.51,n/a,n/a,n/a,n/a,n/a,Clumps of Wool,,,,,,Brown; raw wool in clumps.,,SKH04 ks. 1.docx,21,,,,1011,S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
1,SKH04-4259,4259,,Wool,3,61.15 x 30.67; 31.14 x 26.13;  81.16 x 39.73,n/a,n/a,n/a,n/a,n/a,Clumps of Wool,,,,,,Brown; loose wool in three clumps; there is a dark colored fragment that does not appear to be animal fiber - perhaps plant?,,SKH04 ks.2 cont.docx,3,,,,902,S30.2,1720,1740,1720-1740,1720-1750,School Master's House
1,SKH06-64-9833 a,9833,,Wool,3,53.34 x 11.16  /  45.77 x 18.26  / 44.11 x 21.43,n/a,n/a,n/a,n/a,n/a,Clumps of wool,,,,,,no analysis,,"Textiles, Laboratory Work sheet BOX SKH 2006- KS. 6 continuation",14,,,,2476,S8.1,1720,1750,1720-1750,1720-1750,Nursery
1,SKH03-2861 a,2861,,Wool,3,73.60x28.65 / 39.46x28.25 / 75.08x26.52,0.84 / 1.24,Z2s,s,8,9,diagonal twill,,,,,Fragments may be from same piece of cloth; the object number also includes two clumps of hair and fibers that may have come from one or both of the pieces of cloth.,"Tan; all three pieces woven in same manner with a plied warp thread and a single weft thread; one of the pieces looks slightly larger than the other two and is a slightly different colour, though it is woven the same way and may be part of the same piece",,Textiles Skalholt Analysis sheet 2003 final (1),66 to 67,,,,612,S29.1,1780,1800,1780-1800,1780-1810,Infirmary
1,SKH07-15737 c,15737,,Wool,1,117.46x75.04,1.16 / na,Z2s,s ?,n/a,n/a,"diagonal weave, very Felted",felt,y,,"homespun, probably",,"Black; very felted; diagonal weave, though felting makes threads hard to see; too much fulling to do thread count; this piece is triangular like so many and may be a patch stuck into a garment to give it breadth- this may also be why it is so matted.",,Textiles Skalholt 2007 final (1),"49, 51",,,,2687,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH03-1315,1315,,Wool,2,76.01 mm x 30.96 mm/ 64.00mm x 31.07 mm,,,,,,Felt,felt,,,,,Felt wool 2 frags not diagnostic,,Felts and Knits Skalholt 2,,,,,243,S11.4,1740,1740,1740,1720-1750,Priests Living Quarters
1,SKH03-2621,2621,,Wool,1,89.00 mmx 10.30 mm,,,,,,Felt,felt,,,,,"Felt, wool fragment included in same number a piece of woven cloth",,Felts and Knits Skalholt 2,,,,,575,S4.2,1760,1780,1760-1780,1750-1780,Lodge/Dining Room & Chambers
1,SKH03-3162,3162,,Wool,1,38.16 mmx12.31 mm,,,,,,Felt,felt,,,,,"Felt, frag wool",,Felts and Knits Skalholt 2,,,,,713,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
1,SKH03-3316,3316,,Wool,1,67.73mm x 29.87 mm,,,,,,Felt,felt,,,,,1 felt see other items included under same number,,Felts and Knits Skalholt 2,,,,,368,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1,SKH03-3362,3362,,Wool,1,32.30 mmx12.08,,,,,,Felt,felt,,,,,Felt frag wool,,Felts and Knits Skalholt 2,,,,,631,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1,SKH03-3427,3427,,Wool,2,40.68 mmx 17.11 mm/41.90 mm x14.07 mm,,,,,,Felt,felt,,,,,2 clumps of felt,,Felts and Knits Skalholt 2,,,,,602,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
1,SKH03-3435,3435,,Wool,2,22.79 mmx 12.60 mm/  19.49 mm x 13.15mm,,,,,,Felt,felt,,,,,Felt wool two clumps,,Felts and Knits Skalholt 2,,,,,627,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
1,SKH04-4215,4215,,Wool,1,69.44 x 37.46,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,,,Brown; fine and tight.,,SKH04 ks. 2.docx,71,,,,964,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
1,SKH04-4217 b,4217,,Wool,1,17.00 x 10.65,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,,,Light Brown; stitch hole.,,SKH04 ks. 2.docx,84,,,,1011,S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
1,SKH04-4223 c,4223,,Wool,1,54.39 x 10.66,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,,,Brown; smooth surface.,,SKH04 ks. 2.docx,104,,,,867,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4226 b,4226,,Wool,2,27.80 x 18.81; 24.90 x 13.52,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,,,Dark Brown; both fragments are thin and delicate; one side is reddish brown; the other is lighter brown; looks soft and smooth.,,SKH04 ks. 2.docx,95,,,,988,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
1,SKH04-4230,4230,,Wool,1,27.03 x 25.76,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,,,Brown; there is a stitch hole; the fragment is worn.,,SKH04 ks. 2.docx,63,,,,962,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
1,SKH04-4231 d,4231,,Wool,3,27.16 x 10.35; 18.36 x 8.64; 22.70 x 8.63,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,,,Orange Brown; fine fibers.,,SKH04 ks. 2.docx,78,,,,1045,S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
1,SKH04-4253 b,4253,,Wool,2,41.75 x 35.46; 26.67 x 6.09,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,,,"Brown; two felted fragments that look worn;  the larger has a concave edge; there appears to be a stitch hole at the corner of the larger fragment and line shapes along that edge that could be indication that there may have been stitches, but there are no",,SKH04 ks.2 cont.docx,6,,,,1208,S3.1,1760,1880,1760-1880,1750-1900,Pantry/Stores
1,SKH04-4265 a,4265,,Wool,1,70.15 x 44.59,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,,,Brown; very well felted and tight - so tight it almost looks like leather; cut fragment; quite thick.,,SKH04 ks. 2.docx,40,,,,839,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4266,4266,,Wool,1,48.18 x 34.56,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,,,Brown; looks a bit matted; there are possible stitch marks at the edges.,,SKH04 ks. 2.docx,23,,,,828,S4.2,1760,1780,1760-1780,1750-1780,Lodge/Dining Room & Chambers
1,SKH04-4280 b,4280,,Wool,1,38.07 x 27.19,n/a,n/a,n/a,n/a,n/a,Felt,felt,y,,,,"Reddish Brown; small fragment that is heavily felted and thick and the surface is fine; 
there is some dirt on it; maybe a stone or metal remains;
appears to made out of only the finer fibers.",,SKH04 ks. 2.docx,81,,,,892,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4281 b,4281,,Wool,1,41.60 x 5.50,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,,,Light Brown; small fragment of a strand that is felted in a light brown wool that appears almost yellowish.,,SKH04 ks. 2.docx,44,,,,893,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4281 c,4281,,Wool,1,145.11 x 7.80,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,,,Brown; felted strand or border in wool; it is long and thick; thinner at the ends then at the middle; the color is in a almost reddish color on top but at the sides where visible in the middle it is more yellowish in color; a bit matted.,,SKH04 ks. 2.docx,45,,,,893,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4291,4291,,Wool,5,42.44 x 13.96; 28.95 x 20.77; 26.19 x 15.82; 19.12 x 4.82; 23.70 x 8.69,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,,,Brown; fibers look fine; the fragments have a bit of dirt on them.,,SKH04 ks. 2.docx,15,,,,1035,S7.3,1800,1840,1800-1840,1780-1840,Vestibule & Corridor
1,SKH04-4298,4298,,Wool,1,113.39 x 30.91,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,,,"Brown; Orange color hint to it; the item has clearly been cut; in the middle where there is an concave, almost circle shape that has been cut out; there is another very close to it.",,SKH04 ks. 2.docx,69,,,,1276,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4303 e,4303,,Wool,3,123.10 x 44.30; 94.34 x 13.98; 96.69 x 18.54,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,Import?  Fine,,Reddish Brown; three thin fragments that are professionally felted and probably imported; the fabric is very sleek and fine; there is a stitch hole at one corner of the larger fragment.,,SKH04 ks.2 cont.docx,11,,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4303 f,4303,,Wool,2,6.8cm x 16.78; 5.5cm x 25.10,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,Import? Fine,,Reddish Brown; the felt is very fine and tight and professionally made; these fragments are edges so the fabric has been folded upwards; there are stitch holes visible at the edge of the folded fragment; the stitch holes are about 3.5mm apart;  the fragme,,SKH04 ks.2 cont.docx,12,,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4303 g,4303,,Wool,4,91.28 x 23.75; 91.42 x 43.00; 78.53 x 31.34; 105.04 x 16.76,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,Import? Fine,,Light Brown; the fragments are a bit worn; the surface is very neat.,,SKH04 ks.2 cont.docx,13,,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4303 k,4303,,Wool,2,113.87 x 14.89; 98.73 x 7.52,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,Fine,,Dark Brown; there are stitch holes at the edge of both fragments and lines where the sewing thread was laid.,,SKH04 ks.2 cont.docx,17,,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH05-6917 c,6917,,Wool,2,87.29 x 5.01; 74.37 x 7.42,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,,,Brown with Orange tint; thick with a twist; very smooth surface; could have been bands of some kind (?); made of finer wool.,,SKH05 ks. 14.docx,72,,,,1349,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1,SKH05-6929 3 of 3 e,6929,1527,Wool,2,21.57 x 18.58 x 1.47    /  26.98 x 16.51,n/a,n/a,n/a,n/a,n/a,Felt,felt,,,import ?,,"Black, Tan (grooves); Black, Brown (crust); very thin, black; perhaps an imported tabby based on weave apparent through the felting; there appear to be stitching and stitch holes along both edges of the piece, but under the dynoscope what looks like stitc",,"Textiles, Laboratory Work Sheets from SKH05-KS12 #6 ADC","1, 5",,,,1527,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
