ID2,ID1,Finds No,ID,Unit No,Object,Category,material,Corrosion,Completeness,Size (mm),Fragment,Weight (g),Notes,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
159,122,3257,b,700,shaft,Shaft,iron,heavy,fragment,,1,6.5,nail size and shape,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
160,95,18800,a,766,shaft,Shaft,iron,heavy,fragment,33L,1,1.7,poss nail,S4.2,1760,1780,1760-1780,1750-1780,Lodge/Dining Room & Chambers
161,69,5947,a,777,shaft,Shaft,iron,heavy,fragment,23x8,1,1.3,pointed shaft - poss nail,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
162,445,5959,,817,shaft,Shaft,iron,heavy,fragment,165x10x10,1,44,"triangular? Sect shaft, poss tapering to one end - ?tool wood around wider end, but both ends broken",S21.3,1750,1770,1750-1770,1750-1780,School Room
163,435,5745,,829,shaft,Shaft,iron,heavy,fragment,,5,16.3,"shafts, prob from nails",C.4,1850,1890,1850-1890,1840-1900,Courtyard
164,64,5756,a,860,shaft,Shaft,iron,heavy,fragment,,4,13.1,nail size,C.4,1850,1890,1850-1890,1840-1900,Courtyard
165,436,5759,,864,shaft,Shaft,iron,heavy,fragment,,1,7.8,poss R-staple - broken back and arm,S15.1,1650,1760,1650-1760,1630-1780,Wheystore
166,434,3656,,892,shaft,Shaft,iron,moderate,fragment,"122l, 4 diam",1,5,"straight, round sectioned shaft - poss made by rolling iron sheet; tapered to one end - both ends broken",S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
167,65,5777,a,902,shaft,Shaft,iron,moderate,fragment,39x28,1,10.4,"L-shaped shaft, sq sec 7x7 - poss drop handle",S30.2,1720,1740,1720-1740,1720-1750,School Master's House
168,446,6002,,927,shaft,Shaft,iron,heavy,fragment,90x9x8,1,12,sq sec - shank/tang?,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
169,447,6005,,946,shaft,Shaft,iron,heavy,fragment,107x12x6,1,37.3,"rect sect, tapered to a point - shank/tang?",S7.4,1840,1890,1840-1890,1840-1900,Vestibule & Corridor
170,437,5796,,951,shaft,Shaft,iron,heavy,fragment,48x10,1,8.9,shank or tang?,S7.5,,1890,1890,1870-1900,Vestibule & Corridor
171,438,5803,,958,shaft,Shaft,iron,heavy,fragment,,1,8.3,shank/tang?,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
172,448,6020,,965,shaft,Shaft,iron,heavy,fragment,,1,3.6,"u-shaped - hook, staple?",S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
173,123,5820,b,992,shaft,Shaft,iron,heavy,fragment,,2,7.7,nail size,S7.3,1800,1840,1800-1840,1780-1840,Vestibule & Corridor
174,520,18806,,1007,shaft,Shaft,iron,heavy,fragment,,2,9.2,"prob nail, heavily encrusted",S21.2,1690,1750,1690-1750,1690-1750,School Room
175,98,19014,a,1010,shaft,Shaft,iron,heavy,fragment,,2,12.4,"nail size, pointed tip - poss both pieces from same object",S15.1,1650,1760,1650-1760,1630-1780,Wheystore
176,66,5827,a,1011,shaft,Shaft,iron,heavy,complete,52l,1,5.1,pointed shaft with looped? Head,S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
177,164,5827,c,1011,shaft,Shaft,iron,heavy,fragment,,3,9.1,rect sectioned shafts - nail size,S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
178,521,18812,,1011,shaft,Shaft,iron,heavy,fragment,,2,1.4,nail size,S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
179,97,18879,a,1016,shaft,Shaft,iron,heavy,fragment,27L,1,2.4,nail size,S15.1,1650,1760,1650-1760,1630-1780,Wheystore
180,538,19365,,1034,shaft,Shaft,iron,heavy,fragment,38x6x5,1,3,2-sided taper - poss nail shaft,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
181,124,5835,b,1035,shaft,Shaft,iron,heavy,fragment,,4,18,nail size,S7.3,1800,1840,1800-1840,1780-1840,Vestibule & Corridor
182,449,6041,,1040,shaft,Shaft,iron,heavy,fragment,55L,1,8.4,poss nail,S21.1,1650,1690,1650-1690,1630-1690,School Room
183,450,6048,,1051,shaft,Shaft,iron,heavy,fragment,53x11x7,1,11.4,wedge shaped shaft - shank/tang?,S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
184,70,6048,a,1052,shaft,Shaft,iron,heavy,fragment,92x8x8,1,15.3,shank/tang?,S7.3,1800,1840,1800-1840,1780-1840,Vestibule & Corridor
185,166,6048,c,1052,shaft,Shaft,iron,heavy,fragment,58L,1,16.3,"sq sec, tang/shank?",S7.3,1800,1840,1800-1840,1780-1840,Vestibule & Corridor
186,71,6068,a,1071,shaft,Shaft,iron,heavy,fragment,108x10x10,1,31.5,tapered shaft - prob tang,MC.3,1750,1900,1750-1900,1750-1810,Midden Zone C
187,67,5853,a,1084,shaft,Shaft,iron,heavy,fragment,90L,1,8.9,"sq sect, shank/tang or large nail",S35.1,1898,1958,1898-1958,1870-1960,Western Farmhouse
188,125,5853,b,1084,shaft,Shaft,iron,heavy,fragment,35L,1,2.3,figure of 8 x-section -2 wire shafts fused together?,S35.1,1898,1958,1898-1958,1870-1960,Western Farmhouse
189,451,6093,,1118,looped shaft,Shaft,iron,heavy,fragment,70L,1,14.8,poss J-hook - broken ends appears to start to curve as if hooked (in opposite direction to top loop/hook),S10.4,1800,1880,1800-1880,1780-1900,Kitchen
190,127,6095,b,1130,shaft,Shaft,iron,heavy,fragment,,2,2.6,"poss long armed R-staple, 2 frags, poss from same",S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
191,439,5870,,1131,shaft,Shaft,iron,heavy,fragment,,2,3.6,nail size,S20.3,1700,1750,1700-1750,1690-1750,School Dormitory
192,68,5873,a,1144,shaft,Shaft,iron,heavy,fragment,,7,18.9,"misc different shafts, several rather flat sectioned",MC.3,1750,1900,1750-1900,1750-1810,Midden Zone C
193,165,5873,c,1144,shaft,Shaft,iron,heavy,fragment,60L,1,14.6,rect sec shaft - nail/shank/tang,MC.3,1750,1900,1750-1900,1750-1810,Midden Zone C
194,388,5873,e,1144,shaft,Shaft,iron,heavy,fragment,87L,1,14,"long taper one end, short taper other - poss tool/reamer or tang at least",MC.3,1750,1900,1750-1900,1750-1810,Midden Zone C
195,72,6102,a,1150,shaft,Shaft,iron,heavy,fragment,55x5x5,1,3.6,"tapered, sq sec shaft - prob nail",S10.4,1800,1880,1800-1880,1780-1900,Kitchen
196,167,6107,c,1161,shaft,Shaft,iron,heavy,fragment,80L,1,17,shank/tang?,S6.3,1800,1890,1800-1890,1780-1900,Bishops Living Quarters
197,128,6114,b,1180,shaft,Shaft,iron,heavy,fragment,30L,1,2.9,nail size,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
198,525,18955,,1182,shaft,Shaft,iron,heavy,fragment,42L,1,2.3,poss nail/staple,S11.3,1730,1740,1730-1740,1720-1750,Priests Living Quarters
199,452,6119,,1205,shaft,Shaft,iron,heavy,fragment,"34L, 6 th",1,3,pointed shaft; nail? Awl? ?sq section,S11.2,1720,1730,1720-1730,1720-1750,Priests Living Quarters
200,440,5900,,1217,shaft,Shaft,iron,heavy,fragment,63x3x3,1,3.5,straight shaft - poss nail,MC.2,1700,1750,1700-1750,1690-1750,Midden Zone C
201,441,5909,,1245,shaft,Shaft,iron,moderate,fragment,75x7x7,1,9.2,"sq sec shaft, slight taper to one end; poss shank, tang or large nail",S35.2,,1958,1958,1930-1960,Western Farmhouse
202,73,6130,a,1250,shaft,Shaft,iron,heavy,fragment,65x6x3,1,7,tapered - prob tang,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
203,129,6130,b,1250,shaft,Shaft,iron,heavy,fragment,63x5x5,1,10.6,sq scec - prob tang or shank,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
204,459,8495,,1291,shaft,Shaft,iron,heavy,fragment,,1,21.6,shattered into several pieces,MB.2,1830,1850,1830-1850,1810-1870,Midden Zone B
205,42,8715,36,1311,wire shaft,shaft,iron,light corrosion,near complete,45 lenth 3 diameter,1,0.59,there is textile attached; at the tip the actual pin is visible through the textile and looks like it might be the side of a needlehead so this could be a needle covered in textile/verdigris; otherwise could be a  tooth from a heckle,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
206,74,8566,a,1316,shaft,Shaft,iron,heavy,fragment,100x8x5,1,12.4,"rect sect, prob tang; one end bent and broken",S18.8,1790,1830,1790-1830,1780-1840,Midden
207,131,8566,b,1316,shaft,Shaft,iron,heavy,fragment,85L,1,5.5,"?sq sect shaft, bent and twisted - poss staple",S18.8,1790,1830,1790-1830,1780-1840,Midden
208,132,8567,b,1317,shaft,Shaft,iron,heavy,fragment,19x4x2,1,0.9,poss bent buckle pin,T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
209,168,8513,c,1329,shaft,Shaft,iron,heavy,fragment,,2,2.6,,S12.1,1690,1740,1690-1740,1690-1750,Living Quarters
210,460,8514,,1332,shaft,Shaft,iron,heavy,fragment,,10,17.3,shattered frags,S18.8,1790,1830,1790-1830,1780-1840,Midden
211,377,8576,d,1346,shaft,Shaft,iron,heavy,fragment,22x4,1,0.7,loop or ring,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
212,461,8520,,1346,shaft,Shaft,iron,heavy,fragment,,2,8.1,nail size,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
213,462,8521,,1348,shaft,Shaft,iron,heavy,fragment,78L,1,36.3,rect sect - shank? Broken in 2,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
214,389,8583,e,1362,shaft,Shaft,iron,heavy,fragment,48L,1,7.2,poss nail,S18.8,1790,1830,1790-1830,1780-1840,Midden
215,396,8583,f,1362,shaft,Shaft,iron,heavy,fragment,60x42,1,19.7,L-shaped shaft - staple frag?Pintle? Firesteel?,S18.8,1790,1830,1790-1830,1780-1840,Midden
216,401,8583,g,1362,shaft,Shaft,iron,heavy,fragment,107x10x10,1,35.1,"sq sec shaft, poss tang or shank",S18.8,1790,1830,1790-1830,1780-1840,Midden
217,402,8583,h,1362,shaft,Shaft,iron,heavy,fragment,68x4x4,1,7.5,"sq sec, pron nail",S18.8,1790,1830,1790-1830,1780-1840,Midden
218,405,8583,i,1362,shaft,Shaft,iron,heavy,fragment,43L,1,4.8,"tapered, poss nail",S18.8,1790,1830,1790-1830,1780-1840,Midden
219,463,8528,,1362,shaft,Shaft,iron,heavy,fragment,,5,43.6,nail/staple size,S18.8,1790,1830,1790-1830,1780-1840,Midden
220,454,8378,,1408,shaft,Shaft,iron,heavy,fragment,67L,1,32.1,sq sec (10x10) - tool?,S18.8,1790,1830,1790-1830,1780-1840,Midden
221,75,8593,a,1412,shaft,Shaft,iron,heavy,fragment,123x10x10,1,43.8,"sq sec shaft, bent -tang?",S18.8,1790,1830,1790-1830,1780-1840,Midden
222,76,8597,a,1426,shaft,Shaft,iron,heavy,fragment,48x5x5,1,4.4,"sq shaft, tapering 4 sides, tip bent/hooked; nail or tang?",S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
223,468,8701,,1437,shaft,Shaft,iron,heavy,fragment,28x5x2,1,1.45,slightly bowed - staple/nail shaft or buckle pin?,S10.3,1760,1800,1760-1800,1750-1810,Kitchen
224,77,8605,a,1448,shaft,Shaft,iron,moderate,fragment,53x4x3,1,4.1,"rect sec, tapering 2 sides; machine-cut nail or tang?",S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
225,133,8605,b,1448,shaft,Shaft,iron,heavy,fragment,68x3x3,1,3.4,"sq sec, slightly tapering; ?nail heckle tooth?",S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
226,169,8605,c,1448,shaft,Shaft,iron,moderate,fragment,39x3x3,1,1.4,"sq sec, tapering 2 sides; machine cut nail? Tang?",S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
227,378,8605,d,1448,shaft,Shaft,iron,heavy,fragment,42x5x4,1,2.6,"rect sect, one end bent - pos nail, staple?",S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
228,455,8392,,1461,shaft,Shaft,iron,heavy,fragment,,2,10.3,1 shaft shattered; nail size,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
229,78,8609,a,1478,shaft,Shaft,iron,heavy,fragment,"72L, 11th",1,16.5,bent into J-shape - poss swivel hook at head looks slightly swollen,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
230,170,8611,c,1486,shaft,Shaft,iron,heavy,fragment,95x8x5,1,22.3,"rect sect shaft, too encrusted to ID; tang? Nail?",S10.4,1800,1880,1800-1880,1780-1900,Kitchen
231,79,8620,a,1511,shaft,Shaft,iron,heavy,fragment,35L,1,4.7,poss nail,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
232,456,8414,,1514,shaft,Shaft,iron,heavy,fragment,,1,1.8,?u-shaped staple,S18.7,1770,1790,1770-1790,1750-1810,Pantry
233,94,18248,a,1518,shaft,Shaft,iron,heavy,fragment,41L,1,3.3,"prob nail shaft, head missing",S5.1,1720,1740,1720-1740,1720-1750,Bishops Dining Room
234,145,18248,b,1518,shaft,Shaft,iron,heavy,fragment,33L,1,0.7,nail size,S5.1,1720,1740,1720-1740,1720-1750,Bishops Dining Room
235,453,7380,,1527,shaft,Shaft,iron,moderate,near complete,78x3.5x3,1,4.9,"tapered, rect section pointed shaft with flat head; lack of symmetrial tapering argues against it being an awl though other end is broken; heckle tooth? Nail? Awl?",S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
236,80,8630,a,1546,shaft,Shaft,iron,heavy,fragment,70x10x10,1,22.6,"sq sect, heavily encrusted",S10.3,1760,1800,1760-1800,1750-1810,Kitchen
237,134,8630,b,1546,shaft,Shaft,iron,heavy,fragment,68x10x10,1,26.4,"sq section, heavily encrusted",S10.3,1760,1800,1760-1800,1750-1810,Kitchen
238,464,8643,,1581,shaft,Shaft,iron,heavy,fragment,"2,5 diam",1,0.4,"bent, u-shaped shaft, ?round section; both ends broken; staple? Pin?",S19.1,1730,1770,1730-1770,1720-1780,School Refectory
239,465,8644,,1587,shaft,Shaft,iron,heavy,near complete,70x53,1,24.5,L-shaped shaft - poss pintle or broken staple; rect sect,S19.1,1730,1770,1730-1770,1720-1780,School Refectory
240,466,8648,,1593,shaft,Shaft,iron,heavy,fragment,,1,3.5,slightly curving/bent - poss nail,S11.1,1690,1720,1690-1720,1690-1720,Living Quarters
241,457,8452,,1596,shaft,Shaft,iron,heavy,fragment,,2,16.6,shank/tang?,S18.7,1770,1790,1770-1790,1750-1810,Pantry
242,467,8655,,1610,shaft,Shaft,iron,heavy,fragment,,1,2.9,"sq sec, nail poss, bent",S11.4,,1740,1740,1720-1750,Priests Living Quarters
243,458,8461,,1617,shaft,Shaft,iron,heavy,fragment,,4,27.2,nail size,S6.1,1720,1760,1720-1760,1720-1780,Bishops Living Quarters
244,130,8464,b,1627,shaft,Shaft,iron,heavy,fragment,52x8x7,1,4.4,"sq sect shaft - nail, tang?",S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
245,81,8666,a,1638,shaft,Shaft,iron,heavy,fragment,55L,1,3.4,poss nail - bent and twisted,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
246,135,8677,b,1665,shaft,Shaft,iron,heavy,fragment,37L,1,3.6,prob rect sec; nail/staple?,S18.6,1760,1770,1760-1770,1750-1780,Pantry
247,470,11558,,1704,shaft,Shaft,iron,heavy,fragment,50L,1,5.5,sq sec - nail/shank?,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
248,471,11581,,1796,shaft,Shaft,iron,heavy,fragment,,1,16.4,?R-staple; D-shaped handle?,C.3,1830,1850,1830-1850,1810-1870,Courtyard
249,482,11850,,1815,shaft,Shaft,iron,heavy,fragment,38L,1,3.5,nail/shank?,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
250,472,11587,,1819,shaft,Shaft,iron,heavy,fragment,,1,9.6,nail size,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
251,519,18786,,1823,shaft,Shaft,iron,heavy,fragment,64L,1,15.5,shank or tang?,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
252,527,18972,,1878,shaft,Shaft,iron,heavy,fragment,5x3,2,1.9,flat sect - ?buckle pin,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
253,529,19004,,1881,shaft,Shaft,iron,heavy,complete,37L,1,4.8,prob nail,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
254,526,18961,,1944,shaft,Shaft,iron,heavy,fragment,,1,5.3,"broken in 2, nail size",S17.7,1770,1790,1770-1790,1750-1810,Meat Store
255,517,18353,,1945,shaft,Shaft,iron,heavy,fragment,,2,3.1,nail size,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
256,533,19075,,1973,shaft,Shaft,iron,moderate,fragment,32x5x4,1,2.1,"tapered, pointed shaft - prob nail shank with head broken off - or headless nail",S17.7,1770,1790,1770-1790,1750-1810,Meat Store
257,473,11629,,1976,shaft,Shaft,iron,heavy,fragment,,2,20.9,nail size,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
258,364,11630,c,1977,shaft,Shaft,iron,heavy,fragment,63x7x5,1,6.7,rect sect bar - shank?,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
259,84,11925,a,2009,shaft,Shaft,iron,heavy,fragment,65L,1,12.3,split longitudinally,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
260,138,11925,b,2009,shaft,Shaft,iron,heavy,fragment,55x7x5,1,6.6,"rect sect, tapers 2 sides - nail, staple, tang?",MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
261,366,11925,c,2009,shaft,Shaft,iron,heavy,fragment,35x7x3,1,4.3,"shaft split longitudinally, bent into U-shape; staple?",MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
262,474,11643,,2023,shaft,Shaft,iron,heavy,fragment,,1,4,"u-shaped - hook, staple?",S17.7,1770,1790,1770-1790,1750-1810,Meat Store
263,483,11928,,2024,shaft,Shaft,iron,heavy,fragment,58L,1,12.2,thick shaft - too encrusted to ID section,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
264,85,11929,a,2028,shaft,Shaft,iron,heavy,fragment,35x5x5,1,4,"nail, staple??",S17.7,1770,1790,1770-1790,1750-1810,Meat Store
265,86,11931,a,2062,shaft,Shaft,iron,heavy,fragment,,1,10.5,twisted - poss nail,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
266,139,11931,b,2062,shaft,Shaft,iron,heavy,fragment,,3,11.5,prob nails,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
267,518,18417,,2062,shaft,Shaft,iron,heavy,fragment,,1,5.4,"bent, L-shaped - nail, staple?",S17.7,1770,1790,1770-1790,1750-1810,Meat Store
268,484,11932,,2095,shaft,Shaft,iron,heavy,fragment,,1,1.1,rect section 5x3,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
269,87,11949,a,2185,shaft,Shaft,iron,heavy,fragment,,1,6,prob nail,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
270,90,12483,a,2200,shaft,Shaft,iron,heavy,fragment,"24L, 4 diam",1,1.1,?round sectioned,S18.4,1700,1740,1700-1740,1690-1750,Pantry
271,141,12483,b,2200,shaft,Shaft,iron,moderate,fragment,"33L, 3 diam",1,1.1,"?round sectioned, end bent",S18.4,1700,1740,1700-1740,1690-1750,Pantry
272,367,11954,c,2215,shaft,Shaft,iron,heavy,fragment,102x6x4,1,9.7,"long rect sec shaft, one end bent/broken, other tapered to a point; tang?",S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
273,379,11954,d,2215,shaft,Shaft,iron,heavy,fragment,50x7x7,1,5.8,"broken both ends, 1 end bent/hooked",S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
274,397,11954,f,2215,shaft,Shaft,iron,heavy,complete,45L,1,10.6,"poss nail, head and most of shaft encrusted, just tapered tip protruding",S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
275,403,11954,h,2215,shaft,Shaft,iron,moderate,fragment,33x32,1,9.8,poss R-staple with 1 arm missing; sq sect 6x7,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
276,475,11711,,2215,shaft,Shaft,iron,heavy,fragment,,6,14.7,prob all nail/staple shafts,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
277,487,12474,,2239,shaft,Shaft,iron,heavy,fragment,,1,2.4,"broken in pieces, nail size",S18.4,1700,1740,1700-1740,1690-1750,Pantry
278,88,11962,a,2271,shaft,Shaft,iron,heavy,fragment,114x11x8,1,36,bar - tang? Shank?,S6.2,1760,1800,1760-1800,1750-1810,Bishops Living Quarters
279,476,11741,,2280,shaft,Shaft,iron,heavy,fragment,68L,1,18.1,shank/tang?,S10.1,1700,1740,1700-1740,1690-1750,Kitchen
280,477,11742,,2284,shaft,Shaft,copper allo,heavy,fragment,15L,1,0.6,conical shaft - prob nail/rivet,S6.4,,1890,1890,1870-1900,Millers Workshop
281,522,18856,,2301,shaft,Shaft,iron,heavy,fragment,26L,1,1.3,poss R-staple arm - or bent nail,S6.1,1720,1760,1720-1760,1720-1780,Bishops Living Quarters
282,534,19084,,2310,shaft,Shaft,iron,heavy,fragment,40L,1,4.1,prob nail,S6.1,1720,1760,1720-1760,1720-1780,Bishops Living Quarters
283,478,11751,,2311,shaft,Shaft,iron,heavy,fragment,58L,1,15.6,rect sec - tang/shank?,MR.1,1700,1900,1700-1900,,Main Road
284,524,18918,,2311,shaft,Shaft,iron,heavy,fragment,24L,1,1.3,"pointed, prob nail shaft",MR.1,1700,1900,1700-1900,,Main Road
285,479,11752,,2314,shaft,Shaft,iron,heavy,fragment,53x7x6,1,6.3,"sq sec, poss nail",S4.1,1720,1760,1720-1760,1720-1780,Lodge/Dining Room & Chambers
286,528,18996,,2317,shaft,Shaft,iron,heavy,fragment,,4,19.1,poss clench bolt - very fragmented; poss more than 1 object here,MR.1,1700,1900,1700-1900,,Main Road
287,480,11760,,2338,shaft,Shaft,iron,heavy,fragment,68x8x7,1,15.1,rect sec; tang/shank?,S18.3,1690,1700,1690-1700,1690-1720,Pantry
288,485,11966,,2351,shaft,shaft,iron,heavy,fragment,68x7x4,1,6.1,wedge-shaped bar with possible tang -  could be chisel; similar to <1131f>,MR.1,1700,1900,1700-1900,,Main Road
289,488,12484,,2353,shaft,Shaft,iron,heavy,fragment,,1,5.2,"U-shaped shaft, sq sectioned 7x7, poss staple or hook or chain linl",S18.3,1690,1700,1690-1700,1690-1720,Pantry
290,469,10330,,2390,shaft,Shaft,iron,heavy,fragment,43L,1,10,poss t-nail,S18.2,1680,1690,1680-1690,1660-1690,Pantry
291,530,19033,,2399,shaft,Shaft,iron,heavy,fragment,40L,1,5.2,prob nail,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
292,486,11974,,2432,shaft,Shaft,iron,heavy,fragment,28x10x9,1,2.8,"sq sec, nail or staple?",S18.2,1680,1690,1680-1690,1660-1690,Pantry
293,136,11820,b,2465,shaft,Shaft,iron,heavy,fragment,36x5x4,1,2.9,"rect sectioned, pointed end; prob nail",S8.1,1720,1750,1720-1750,1720-1750,Nursery
294,365,11820,c,2465,shaft,Shaft,iron,heavy,fragment,40x7x5,1,5.7,rect sectioned; tang?,S8.1,1720,1750,1720-1750,1720-1750,Nursery
295,481,11821,,2467,shaft,Shaft,iron,heavy,fragment,,1,13,shank/tang?,S8.1,1720,1750,1720-1750,1720-1750,Nursery
296,140,11983,b,2470,shaft,Shaft,iron,heavy,fragment,40x6x3,1,1.5,poss R-staple (bends 90 deg at one end) but v. Ambiguous,S8.1,1720,1750,1720-1750,1720-1750,Nursery
297,368,11983,c,2470,shaft,Shaft,iron,heavy,fragment,48L,1,10.8,thick encrustation,S8.1,1720,1750,1720-1750,1720-1750,Nursery
