Sherd group,Finds_No,Context,Group,Refits,Similar to,Vessel ID,Same as VID,Fabric code,ICP,Fabric Group,Broad fabric,Vessel type,Vessel group,Food type,Number of sherds,evrep,batch,Weight,eve (%rim),eve (%base),size (mm),Rim form,Decorated,colour,Decorative method,Pattern class,Pattern type,Matching set,Moulding method,Moulding type,Repair hole,Residue,Sooting,Burnt,Use-wear,Makers mark,Date,Notes,Photo,Building Phases_Building Phase,Real Date,Start date,End date,Period_Date,Attribution,GroupNo,Space,Unit type,Unit entropy,Sieved,,
76,36,25,,,,,,unsourced porcelain,,Porcelain,POR,"cup (handled, hemispherical)",tableware,hot drink,8,1,FALSE,47.6,60,,60,,Decorated,polychrome,Enamelled,Floral,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,early 20 c.,"pink & green floral, hand-painted overglaze",TRUE,MA.2,1910-1930,1910,1930,1900-1930,Midden Zone A,3026,3026,Midden,in situ,FALSE,,
77,36,25,,,,,,unsourced porcelain,,Porcelain,POR,saucer,tableware,hot drink,1,1,FALSE,2.5,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,base of saucer with recess,FALSE,MA.2,1910-1930,1910,1930,1900-1930,Midden Zone A,3026,3026,Midden,in situ,FALSE,,
78,69,66,,,58,535,,whiteware,,Refined earthenware,REW,cup,tableware,hot drink,1,1,FALSE,2.1,5,,80,,Decorated,green,Stencilled,Geometric,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,c. 1940s/1950s?,vertical darts/lozenges,TRUE,S8.4,1850,1850,1850,1840-1870,Nursery/Private Chambers,39,39,Wall,disorganized,FALSE,,
79,69,66,,,,961,,whiteware,,Refined earthenware,REW,cup,tableware,hot drink,1,1,FALSE,1.2,,,,,Decorated,polychrome,Hand painted,Floral,Peasant,FALSE,Press-moulded,,FALSE,FALSE,FALSE,FALSE,,FALSE,,blue & green,FALSE,S8.4,1850,1850,1850,1840-1870,Nursery/Private Chambers,39,39,Wall,disorganized,FALSE,,
80,69,66,,,,,,creamware,,Refined earthenware,REW,plate,tableware,dry food,4,1,FALSE,8.1,,,,,Undecorated,,Undecorated,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,early 19 c?,,FALSE,S8.4,1850,1850,1850,1840-1870,Nursery/Private Chambers,39,39,Wall,disorganized,FALSE,,
81,69,66,,,,965,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,0.7,,,,,Decorated,green,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1820+,green border pattern,FALSE,S8.4,1850,1850,1850,1840-1870,Nursery/Private Chambers,39,39,Wall,disorganized,FALSE,,
82,69,66,,,,,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,2,1,FALSE,4.4,,,,,,,,,,FALSE,,,TRUE,FALSE,FALSE,FALSE,,FALSE,,undecorated base sherds,FALSE,S8.4,1850,1850,1850,1840-1870,Nursery/Private Chambers,39,39,Wall,disorganized,FALSE,,
83,20,22,,,,,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,1,1,FALSE,1,,,,,Decorated,blue,Hand painted,,Edge banded,FALSE,Press-moulded,shell edge (simple),FALSE,FALSE,FALSE,FALSE,,FALSE,c. 1840-1870,Blue,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
84,20,22,,,,,,whiteware,,Refined earthenware,REW,large bowl,storage/utility,wet food/preparation,1,1,FALSE,14,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,footring,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
85,20,22,,,120,,766,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,1,1,FALSE,1.1,,,,,Decorated,polychrome,Hand painted,Floral,Peasant,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,green leaf under blue edge band; saucer?,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
86,20,22,,,,,,whiteware,,Refined earthenware,REW,large bowl,storage/utility,wet food/preparation,2,1,FALSE,0.9,,,,,Decorated,polychrome,Sponged,Floral,,FALSE,,,TRUE,FALSE,FALSE,FALSE,,FALSE,,"red band, brown floret/leaf",FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
87,20,22,,,,,,whiteware,,Refined earthenware,REW,"cup (handled, hemispherical)",tableware,hot drink,2,1,FALSE,8.6,10,,70,,Decorated,blue,Hand painted,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,early 20 c?,blue lines & dots with edge band,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
88,20,22,,,,604,,whiteware,,Refined earthenware,REW,cup/bowl,tableware,hot drink/wet food,1,1,FALSE,2.7,,,,,Decorated,red,Hand painted,Geometric,Edge banded,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,red double edge band; cup or small bowl,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
89,20,22,,,,541,,whiteware,,Refined earthenware,REW,cup,tableware,hot drink,1,1,FALSE,3.7,15,,70,,Decorated,blue,Tissue-printed,Scene,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,19 c,blue; check pattern!,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
90,20,22,,,,,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,1,1,FALSE,4.5,,10,,,Decorated,,Hand painted,,Banded,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,recessed with band,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
91,20,22,,,,,,whiteware,,Refined earthenware,REW,closed vessel,hollow ware,,1,1,FALSE,9.1,,,,,Decorated,polychrome,Sponged,Floral,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,blue & red floral sprigs; prob from large bowl or jug,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
92,20,22,,,93,821,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,1,1,FALSE,2.8,,,,,Decorated,purple,Tissue-printed,Scene,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1830+,purple trees; prob same vessel as #93,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
93,20,22,,,92,,821,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,1,1,FALSE,0.9,,,,,Decorated,purple,Tissue-printed,Scene,,TRUE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1830+,purple geometric & floral border; from saucer; matching for cup #371,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
94,20,22,,,,,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,1,1,FALSE,2.5,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,base - slightly burnt,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
95,20,22,,,,,,whiteware,,Refined earthenware,REW,,,,1,,FALSE,0.7,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,splinter - from handle?,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
96,20,22,,,69,,,whiteware,,Refined earthenware,REW,closed vessel,hollow ware,,2,,FALSE,8.4,,,,,Decorated,polychrome,Hand painted,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,same pattern as #69 - same vessel prob; prob bowl,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
97,20,22,,,,669,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,2,1,FALSE,17.2,9,,220,,Undecorated,,Undecorated,,,FALSE,,,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
98,20,22,,,,681,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,2,1,FALSE,6.3,4,,230,,Undecorated,,Undecorated,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
99,20,22,,,,,,whiteware,,Refined earthenware,REW,open vessel,flat ware,,2,1,FALSE,2.2,,,,,Undecorated,,Undecorated,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,saucer or small plate,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
100,20,22,,,,,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,2,1,FALSE,17,,,,,Decorated,blue,Tissue-printed,Floral,Mussel,TRUE,,,FALSE,FALSE,FALSE,FALSE,,TRUE,c. 1890-1913,Blue; Stamped: Furnivals Limited .... England over impressed mark,TRUE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
101,20,22,,,,715,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,1,1,FALSE,14.3,9,,230,,Decorated,blue,Tissue-printed,Floral,Mussel,FALSE,Press-moulded,fluted,FALSE,FALSE,FALSE,FALSE,,FALSE,20 c?,Blue,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
102,20,22,,,10,,445,unsourced porcelain,,Porcelain,POR,soup plate,tableware,dry/wet food,1,1,FALSE,7.9,4,,220,,,,Decal,Geometric,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,20 c.,pink crosses and floral; same vessel as #10,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
103,20,22,,,,,,whiteware,,Refined earthenware,REW,,,,3,,TRUE,4.7,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,grey indistinct decoration - sponge?,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
104,20,22,,,,,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,1,1,FALSE,2.9,,,,,,,Undecorated,,,FALSE,Press-moulded,gothic,FALSE,FALSE,FALSE,FALSE,,FALSE,,pendant gothic arch border,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
105,20,22,,,,,,whiteware,,Refined earthenware,REW,,,,16,,TRUE,64.1,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,misc undecorated sherds - bowls and plates,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
106,61,52,,180,,539,,whiteware,,Refined earthenware,REW,cup (handled),tableware,hot drink,1,1,FALSE,3.3,2,,,,,,Tissue-printed,Floral,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,c. 1830+,purple floral - wild rose?,FALSE,S29.3,1820-1880,1820,1880,1810-1900,Infirmary,100,100,Wall,disorganized,FALSE,,
107,61,52,,371,,544,,whiteware,,Refined earthenware,REW,"cup (handled, hemispherical)",tableware,hot drink,3,1,FALSE,9.6,15,,90,,,,Tissue-printed,Scene,,FALSE,Press-moulded,fluted,FALSE,FALSE,FALSE,FALSE,,FALSE,c. 1830+,matching cup for #92/3,FALSE,S29.3,1820-1880,1820,1880,1810-1900,Infirmary,100,100,Wall,disorganized,FALSE,,
108,61,52,,342,266,528,,whiteware,,Refined earthenware,REW,cup,tableware,hot drink,3,1,FALSE,10.2,25,,80,,,,Hand painted,Geometric,Edge banded,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,late 19/early 20 c.,green & red band around rim,TRUE,S29.3,1820-1880,1820,1880,1810-1900,Infirmary,100,100,Wall,disorganized,FALSE,,
109,61,52,,,,,589,whiteware,,Refined earthenware,REW,"cup (handled, recurved)",tableware,hot drink,7,1,FALSE,62.9,36,25,90,,,,Undecorated,,,FALSE,Press-moulded,faceted,FALSE,FALSE,FALSE,FALSE,,FALSE,late 19 c.,'Gothic' style moulded cup,TRUE,S29.3,1820-1880,1820,1880,1810-1900,Infirmary,100,100,Wall,disorganized,FALSE,,
110,61,52,,,,757,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,8,1,FALSE,94.9,63,62,140,,,,Undecorated,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,TRUE,late 19 c?,double recess seating; impressed mark: SCOTT 8;  Scott of Sunderland - 1850s-60s?,TRUE,S29.3,1820-1880,1820,1880,1810-1900,Infirmary,100,100,Wall,disorganized,FALSE,,
111,61,52,,175,,,866,whiteware,,Refined earthenware,REW,soup plate,tableware,dry/wet food,11,1,FALSE,111.5,46,14,240,,,,Undecorated,,,FALSE,Press-moulded,faceted,FALSE,FALSE,FALSE,FALSE,,FALSE,,'Gothic' style - matching plate for cup #109,TRUE,S29.3,1820-1880,1820,1880,1810-1900,Infirmary,100,100,Wall,disorganized,FALSE,,
112,61,52,,,,,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,3,1,FALSE,8.2,,,,,,,Undecorated,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,S29.3,1820-1880,1820,1880,1810-1900,Infirmary,100,100,Wall,disorganized,FALSE,,
113,61,52,,,,1007,,whiteware,,Refined earthenware,REW,large bowl,storage/utility,wet food/preparation,3,1,FALSE,34,,,,,,,Undecorated,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,body,FALSE,S29.3,1820-1880,1820,1880,1810-1900,Infirmary,100,100,Wall,disorganized,FALSE,,
114,61,52,,,,,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,1,1,FALSE,7.2,,4,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,base,FALSE,S29.3,1820-1880,1820,1880,1810-1900,Infirmary,100,100,Wall,disorganized,FALSE,,
115,78,76,,,,,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,1,1,FALSE,5.3,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,undecorated sherd,FALSE,S13.4,1830-1850,1830,1850,1810-1870,Silo/Midden,30,30,Wall,disorganized,FALSE,,
116,73,73,,,,,,whiteware,,Refined earthenware,REW,,,,3,,TRUE,20.1,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,undecorated body sherds,FALSE,S4.6,1890,1890,1890,1870-1900,Pantry/Kitchen,300,300,Wall,disorganized,FALSE,,
117,73,73,,265,,,545,whiteware,,Refined earthenware,REW,"cup (handled, hemispherical)",tableware,hot drink,1,1,FALSE,2.5,6,,80,,,,Tissue-printed,Geometric,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,late 19 c.,blue crowns/fleur-de-lys over a circle - sheet pattern?,FALSE,S4.6,1890,1890,1890,1870-1900,Pantry/Kitchen,300,300,Wall,disorganized,FALSE,,
118,73,73,,,,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,0.9,,,,,,,Tissue-printed,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,edge of blue pattern,FALSE,S4.6,1890,1890,1890,1870-1900,Pantry/Kitchen,300,300,Wall,disorganized,FALSE,,
119,73,73,,,,,,,,UNID_EW,OTHER,small bowl,tableware,hot drink/wet food,1,1,FALSE,1.4,,,,,,,,,,FALSE,Press-moulded,,FALSE,FALSE,FALSE,TRUE,,FALSE,,fluted border under rim; heavily burnt - difficult to ID fabric,FALSE,S4.6,1890,1890,1890,1870-1900,Pantry/Kitchen,300,300,Wall,disorganized,FALSE,,
120,72,72,,,85,766,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,1,1,FALSE,1.7,,,,,,,Hand painted,Floral,Peasant,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,late 19 c.,blue edge band over green leaf,FALSE,S13.4,1830-1850,1830,1850,1810-1870,Silo/Midden,30,30,Wall,disorganized,FALSE,,
121,28,14,,,,1142,,whiteware,,Refined earthenware,REW,open vessel,flat ware,,2,1,FALSE,6.2,,,,,,,Hand painted,Floral,Peasant,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,"blue, red & gren floral spray; plate or saucer",FALSE,S4.6,1890,1890,1890,1870-1900,Pantry/Kitchen,300,300,Midden,in situ,TRUE,,
122,28,14,,,,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,1.5,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,undecorated body,FALSE,S4.6,1890,1890,1890,1870-1900,Pantry/Kitchen,300,300,Midden,in situ,TRUE,,
123,28,14,,,167,,1147,whiteware,,Refined earthenware,REW,,,,3,1,FALSE,0.9,,,,,,,Slipped,,Mocha,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,brown mocha pattern,FALSE,S4.6,1890,1890,1890,1870-1900,Pantry/Kitchen,300,300,Midden,in situ,TRUE,,
124,40,28,,,,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,3.1,,,,,,,Tissue-printed,Floral,,FALSE,,,TRUE,FALSE,FALSE,FALSE,,FALSE,mid-late 19 c?,"base of plate or saucer, brown pattern",FALSE,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,3027,3027,Wall,disturbed,FALSE,,
125,40,28,,,,,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,2,1,FALSE,4.5,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,indistinct blue or grey decoration,FALSE,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,3027,3027,Wall,disturbed,FALSE,,
126,40,28,,,,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,2.5,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,blue coloured surface on one side,FALSE,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,3027,3027,Wall,disturbed,FALSE,,
127,40,28,,,,,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,1.5,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,blue line,FALSE,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,3027,3027,Wall,disturbed,FALSE,,
128,40,28,,,,,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,2,1,FALSE,15.4,,10,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,undecorated base,FALSE,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,3027,3027,Wall,disturbed,FALSE,,
129,40,28,,,,,,whiteware,,Refined earthenware,REW,large bowl,storage/utility,wet food/preparation,1,1,FALSE,8.8,,,,,,,Undecorated,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,rolled rim - mixing bowl type,FALSE,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,3027,3027,Wall,disturbed,FALSE,,
130,40,28,,,,,,whiteware,,Refined earthenware,REW,,,,5,,TRUE,8.1,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,misc undecorated sherds,FALSE,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,3027,3027,Wall,disturbed,FALSE,,
131,40,28,,,,,,whiteware,,Refined earthenware,REW,bowl,tableware,wet food,2,1,FALSE,5.4,,,,,,,Undecorated,,,FALSE,,,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,S5.6,1830-1890,1830,1890,1810-1900,Workshop/Flour Mill,3027,3027,Wall,disturbed,FALSE,,
132,67,65,,,,,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,1,1,FALSE,5.7,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,undecorated base sherd,FALSE,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,in situ,TRUE,,
133,67,65,,,,1147,,whiteware,,Refined earthenware,REW,,,,3,1,FALSE,1.1,,,,,,,Slipped,,Mocha,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,early 19 thc ?,brown mocha slip,FALSE,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,300,300,Floor,in situ,TRUE,,
134,30,18,,,,1148,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,1.2,,,,,,,Slipped,,Worming,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,19 c.,brown slipware - prob worming pattern,FALSE,S4.6,1890,1890,1890,1870-1900,Pantry/Kitchen,300,300,Wall,disorganized,FALSE,,
135,30,18,,,,665,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,2,1,FALSE,8.9,5,,200,,,,Undecorated,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,early 19 c.,poss soup plate,FALSE,S4.6,1890,1890,1890,1870-1900,Pantry/Kitchen,300,300,Wall,disorganized,FALSE,,
136,30,18,,,,,,whiteware,,Refined earthenware,REW,,,,3,1,FALSE,4.1,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,undecorated body,FALSE,S4.6,1890,1890,1890,1870-1900,Pantry/Kitchen,300,300,Wall,disorganized,FALSE,,
137,32,19,,,,,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,3,1,FALSE,10.3,12,5,130,,,,Hand painted,Geometric,Edge banded,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,late 19/early 20 c.,blue banding,TRUE,MA.2,1910-1930,1910,1930,1900-1930,Midden Zone A,3026,3026,Midden,in situ,FALSE,,
138,32,19,,,,,,whiteware,,Refined earthenware,REW,saucer,tableware,hot drink,1,1,FALSE,20.8,19,,140,,,,Undecorated,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,recessed,FALSE,MA.2,1910-1930,1910,1930,1900-1930,Midden Zone A,3026,3026,Midden,in situ,FALSE,,
139,32,19,,,,,,whiteware,,Refined earthenware,REW,bowl,tableware,wet food,1,1,FALSE,2.3,,,,,,,Sponged,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,red pattern - unclear,FALSE,MA.2,1910-1930,1910,1930,1900-1930,Midden Zone A,3026,3026,Midden,in situ,FALSE,,
140,32,19,,,,,,whiteware,,Refined earthenware,REW,open vessel,flat ware,,3,1,FALSE,7.6,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,indistinct blue decoration; poss from plate,FALSE,MA.2,1910-1930,1910,1930,1900-1930,Midden Zone A,3026,3026,Midden,in situ,FALSE,,
141,32,19,,,,722,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,1,1,FALSE,7.3,5,,230,,,,Tissue-printed,Floral,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,dark purple print,FALSE,MA.2,1910-1930,1910,1930,1900-1930,Midden Zone A,3026,3026,Midden,in situ,FALSE,,
142,93,96,,,,,,whiteware,,Refined earthenware,REW,open vessel,flat ware,,1,1,FALSE,1.6,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,spall from plate/saucer,FALSE,S4.6,1890,1890,1890,1870-1900,Pantry/Kitchen,300,300,External area,disturbed,FALSE,,
143,19,77,,,,,,unsourced porcelain,,Porcelain,POR,open vessel,flat ware,,2,2,FALSE,3.8,,,,,,,Hand painted,Floral,Mussel,FALSE,,,FALSE,FALSE,FALSE,FALSE,,TRUE,late 18/19 c.,"2 bases, 1 with edge of Copenhagen mark; from saucer or plate",FALSE,S8.3,1800-1850,1800,1850,1780-1870,Nursery/Private Chambers,39,39,Roof,disorganized,FALSE,,
144,19,77,,,,,,unsourced porcelain,,Porcelain,POR,open vessel,flat ware,,1,1,FALSE,1,,,,,,,Hand painted,Floral,Mussel,FALSE,Press-moulded,reeded,FALSE,FALSE,FALSE,FALSE,,FALSE,,Copenhagen probaby - plate or saucer,FALSE,S8.3,1800-1850,1800,1850,1780-1870,Nursery/Private Chambers,39,39,Roof,disorganized,FALSE,,
145,19,77,,,,,957,unsourced porcelain,,Porcelain,POR,cup,tableware,hot drink,1,1,FALSE,3.4,,,,,,,Hand painted,Floral,Mussel,FALSE,Press-moulded,reeded,FALSE,FALSE,FALSE,FALSE,,FALSE,,prob Copenhagen,FALSE,S8.3,1800-1850,1800,1850,1780-1870,Nursery/Private Chambers,39,39,Roof,disorganized,FALSE,,
146,98,104,,,,,,unsourced porcelain,,Porcelain,POR,,,,1,1,FALSE,0.3,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,undecorated small body,FALSE,S4.6,1890,1890,1890,1870-1900,Pantry/Kitchen,300,300,Wall,disorganized,FALSE,,
147,74,74,,,,1267,,whiteware,,Refined earthenware,REW,,,,1,1,FALSE,0.8,,,,,,,Tissue-printed,Scene,,FALSE,,,TRUE,FALSE,FALSE,FALSE,,FALSE,,brown tissue print,FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,in situ,FALSE,,
148,27,12,,,,,,unsourced porcelain,,Porcelain,POR,"cup (handled, waisted)",tableware,hot drink,2,1,FALSE,20.6,28,,80,,,,,,,FALSE,Press-moulded,fluted,FALSE,FALSE,FALSE,FALSE,,FALSE,,top of rim silvered,FALSE,T1.2,1984-1986,1984,1986,1960-1990,Guðmundur Ólafsson Excavation,823,7,Excavation,in situ,FALSE,,
149,17,137,,,461,,433,unsourced porcelain,,Porcelain,POR,cup (handled),tableware,hot drink,1,1,FALSE,10.9,19,,80,,,,Decal,Geometric,Lozenge,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,early 20 c.,decal come off - just ghost left; matching cup for saucer #9,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
150,17,137,,,,507,,whiteware,,Refined earthenware,REW,bowl,tableware,wet food,2,1,FALSE,2.2,,,,,,,Slipped,Geometric,Banded,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,Late 19/early 20 c.,blue annular ware - like Cornish ware.,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
151,17,137,,,,,,whiteware,,Refined earthenware,REW,cup/bowl,tableware,hot drink/wet food,1,1,FALSE,8.2,,50,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,footring of cup or small bowl,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
152,47,34,,,,677,,whiteware,,Refined earthenware,REW,plate,tableware,dry food,1,1,FALSE,5.3,4,,220,,,,Undecorated,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,346,346,Wall,disorganized,FALSE,,
153,47,34,,,,,,whiteware,,Refined earthenware,REW,,,,5,,TRUE,15.3,,,,,,,,,,FALSE,,,TRUE,FALSE,FALSE,FALSE,,FALSE,,"undecorated body sherds, 1 with repair hole",FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,346,346,Wall,disorganized,FALSE,,
