ID,"Site, year, findnr",FindsNo,Context,Area,Dating,Fragm,Type of context,Preservation condition,Comments,Colour,Geological type,Grain size,Origin,Analyzed by,Type,Part of whetstone,Whetstone size,Nr of grinding surfaces preserved,Description of broad side,Description of narrow side,Description of end peice 1,Description of end peice 2,Cross section,Edges,Use of surfaces,Grooves,Strap attachment,General use,Description,"Sooth, iron, precipitation",Usability,Geological comments and observation,Weight,Length (full),Width (full),Thickness (full),Length (frag),Width (frag),Thickness (frag),Building Phase,Start Date,End Date,Period_Date,Attribution
49,SKH02,635,108,,,1,,Stabile,New nr.50,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole,Small,4,Irregular,Irregular,Straight but with hew marks,Straight but with hew marks,Rectangular/unevenly,Irregular,Vawy but smooth,Across edges,None,Extensive,"A complete excample of a small pocket sized whetstone of the light grey Eidsborg schist type. Extensively used with rounded edges, vawy but smooth grinding surfaces and grinding marks across the edges. The end pieced are rounded but irregular shaped.",None,Usable,,24,8.4,1.7,0.9,,,,S29.1,1780,1800,1780-1810,Infirmary
50,SKH02,636,149,,,1,,Good,New nr.52,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Small,4,Tapering,Tapering,Rounded with gradual transition to the side,,Rectangular,Sharp,Smooth,Across edges,None,Moderate,End piece of a small whetstone of the light grey Eidsborg schist type. Nicely shaped and pointy but rounded end piece and tapering sides with sharp edges. The end piece is slightly damaged towards the top and the area has after breakage been used to grind down damaged blades (deep  grinding groove across the edge). Rctangular cross section.,Iron flecks,Not usable,,5,,1,0.7,4.9,,,S21.3,1750,1770,1750-1780,School Room
51,SKH02,636,149,,,1,,Good,New nr. 53,Mid grey,Schist,Very fine,Unknown/Norway,Sice,Whetstone,End piece only,Medium,2,Tapering,Irregular,Slanting,,Rectangular/unevenly,Rounded,Very irregular,Several types,None,Extensive,"End piece of, presumably, a medium sized whetstone of the dark grey very fine grained schist type. Very extensively used with rounded edges and very irregular use of the grinding surfaces. Has most likely been used after breakage. Slanting but rounded end piece and tapering sides. Several vague grinding marks both across the edges and along one of the broad sides. Irregular shaped rectangular cross section.",Precipitaion,Usable,,16,,2.1,0.9,6.5,,,S21.3,1750,1770,1750-1780,School Room
52,SKH02,637,2,,,1,,Good,New nr. 56,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole,Small,4,Irregular,Irregular,Slanting,Irregular shape,Rectangular/unevenly,Rounded,Vawy but smooth,None,None,Extensive,A complete small pocket sized whetstone of the light grey Eidsborg schist type. Extensively used and very irregular shape due to use. The surfaces are vawy but smooth and with no clear grinding marks except from a depression on one of the narrow sides. The upper end piece is slanted the other rounded but irregular in shape. Rectangular but uneven cross section.,Iron smear,Usable,"SGB: very fine grained and fairly homogenous, compact, gray with white layers of quartz, schistose, starry glassy lustre, on side clear quartz nodules in matrix up to 1 mm across, quartz biotite schist?",15,8.2,1.6,0.8,,,,,,,,
53,SKH02,637,2,,,1,,Good,New nr. 54,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole but chipped,Small,4,Parallel,Irregular,Straight but with hew marks,Rounded with gradual transition to the side,Rectangular/unevenly,Rounded,Vawy but smooth,U-shaped vague,None,Extensive,"A complete example of a small  whetstone of the light grey Eidsborg schist type. Extensively used with rounded edges, vawy but smooth grinding surfaces and vague grinding marks along one of the broad sides. The lower end piece is gradually rounded the other straight but irregular shaped and the whetstone could have broken across this point. The sides are straight but a bit irregular due to intensive use.",Iron smear,Very usable,,18,9.3,1.4,0.8,,,,,,,,
54,SKH02,637,2,,,1,,Good,New nr. 57,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Small,4,Tapering,Parallel,Rounded with gradual transition to the side,,Rectangular,Rounded/Sharp,Smooth,None,None,Moderate,"End piece of a small to medium sized, medium grey, whetstone of the Eidsborg type. Moderately used with regular and parallel sides and a nicely shaped graduately rounded end piece. Similar to SKH02-634a and b.",None,Not usable,,4,,1,0.7,3.5,,,,,,,
55,SKH02,637,2,,,1,,Good,New nr. 55,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole,Small,4,Bone shaped/concave,Irregular,Irregular shape,Straight,Rectangular/unevenly,Rounded/Sharp,Vawy but smooth,U-shaped vague,None,Extensive,"A complete medium sized whetstone of the light grey Eidsbiorg schist type. Very extensively used, bone shaped and vawy but smooth grinding surfaces. Rough mineral inclusions on the majority of one broad side. Destinctive grinding marks across the broadside of one of the end pieces",None,Very usable,"Coarse grains, holes",33,10.2,2.1,1,,,,,,,,
56,SKH02,830,1,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,1,Irregular,Irregular,Slanting,,Uneven/other,Irregular,Very irregular,None,None,Re-used after breakage,End and centre piece or perhaps even whole but very irregular shaped whetstone of the light grey Eidsborg schist type. Slanting but rounded end piece otherwise very irregular stone with primarily rough surfaces but with few smooth areas. Has probably been used as whetstone but only very limited.,Precipitaion,Usable,,40,,2.4,1.8,7.6,,,LH,1958,1958,1930-1960,Levelling Horizon
57,SKH02,831,25,,,1,,Good,Uncertain whetstone,Dark grey,Sandstone,Very fine,Unknown,Sice,Whetstone,End piece only,Unknown,4,Parallel,Parallel,Straight but with hew marks,,Rectangular,Sharp,Smooth,V-shaped vague,None,Unknown,"End piece of a dark grey and fine grained stone of unknown type and origin. Need geological determination. Loose grain structure, perhaps sandstone? Very regular shaped with parallel sides and sharp edges. Rough end piece.",Precipitaion,Usable,,8,,1.1,0.8,4.3,,,MA.2,1910,1930,1900-1930,Midden Zone A
58,SKH02,832,75,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,3,Indeterminable,Indeterminable,,,,Rounded,,None,None,Unknown,Small fragment of a whetstone of the light grey Eidsborg schist type. Remains of three smooth grinding surfaces preserved.,None,Not usable,,0.5,,,,1,0.6,0.4,S33.1,1880,1952,1870-1960,Stables
59,SKH02,833,82,,,1,,Good,Uncertain whetstone,Dark grey,Schist,Very fine,Unknown,Sice,Whetstone,End piece only,Very small,1,Parallel,Irregular,Rounded with sharp transition to the side,,Square/even sided,Rounded,Smooth,Several types,None,Unknown,End piece of a very small dark grey whetstone. Cutting/production marks visible on all but one grinding surface. Uncertain if this is even a whetstone. No gridning marks and one smooth surface.,None,Not usable,,2,,0.7,0.5,3.7,,,S33.1,1880,1952,1870-1960,Stables
60,SKH02,834,94,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole,Very small,4,Bone shaped/concave,Bone shaped/concave,Straight but with hew marks,Rounded with sharp transition to the side,Rectangular,Sharp,Smooth,None,None,Moderate,"Light grey, very small Eidsborg type whetstone of the pendant type with no hole or strap attachment. Four smooth grinding surfaces and no grinding marks. Bone shaped. Nicely shaped rounded lower end piece and rough upper end piece, could be broken?",None,Usable,"Light gray, schistose, fine grained, mottled transluscent gray white and black, starry glassy lustre, quartz rich, quartz muscovite biotite schist",8,0.9,1.7,,,,,S21.5,1790,1790,1780-1810,School Room
61,SKH02,835,91,,,2,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,,Raw material,Raw material,Very large,4,Irregular,Irregular,Straight but with hew marks,Straight but with hew marks,Rectangular,Irregular,None,U-shaped deep,None,Not used,"Large block of Eidsborg schist raw material for whetstone production. Broken in two across the centre, probably due to a weak area of holes and coarse grain structure. The breakage might have been post depositional. Regular bar shaped block with parallel but irregular sides and square cross section. With coarse and uneven surfaces and no signs of use for grinding purposes. A deep U-shaped groove along one broad side, could be from the utility used to retrieve the raw material. This would have made around 6 medium sized whetstones.",None,Very usable,"Coarse grains, holes; SGB, fine to coarse grained, quartz rich biotite muscovite schist,",805,23,5.1,3.8,,,,S13.4,1830,1850,1810-1870,Silo/Midden
62,SKH02,835,91,,,1,,Good,New nr. 65,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole,Medium,4,Parallel,Parallel,Straight but with hew marks,Slanting,Square/even sided,Sharp,Rough/smooth,None,None,Limited,"A completely preserved whetstone of the light grey Eidsborg schist type. Either not used or very limited used with plane surfaces but not entirely smooth. Very regular shape with parallel sides, sharp edges and square, even sided cross section. One end sharp and slanting the other flat with hew marks. This could be a prefabricate whetstone ready for redistribution.",None,Very usable,"Quartz biotite schist, compact and fine grained, schistose, mottled white and black, with black and green flecks here and there, unclear what minerals, garnet?",118,11,2.2,2.2,,,,S13.4,1830,1850,1810-1870,Silo/Midden
63,SKH02,835,91,,,1,,Good,New nr. 67,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,4,Parallel,Parallel,Rounded with sharp transition to the side,,Rectangular,Rounded,Smooth,None,None,Moderate,"End piece of a small to medium sized whetstone of the light grey Eidsborg schist type. Parallel sides, rounded end piece and rounded along the sides.Square cross section and smooth grinding surfaces. Very sharp and slanting breakage, looks almost intended. though a whetstone of this size does not seem preferable.",None,Usable,,11,,1.6,0.6,5,,,S13.4,1830,1850,1810-1870,Silo/Midden
64,SKH02,835,91,,,1,,Stabile,"SGB: Phyllite, New nr. 66",Dark grey/purplish,Phyllite,Very fine,Unknown/Norway,,Whetstone,End piece only,Medium,2,Irregular,Irregular,Straight but with hew marks,,Oval/parralel sides,Irregular,Very irregular,V-shaped vague,None,Re-used after breakage,"End piece of, presumably, a medium sized whetstone of the dark grey very fine grained schist type. Very extensively used with rounded edges and very irregular use of the grinding surfaces. Oval cross section. Has most likely been used after breakage. Straight end piece but with hew marks. Sooth covering half the preserved stone.",Sooth,Usable,,19,7.7,2.5,0.8,,,,S13.4,1830,1850,1810-1870,Silo/Midden
65,SKH02,836,101,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole but chipped,Medium,2,Parallel,Bone shaped/concave,Slanting,Irregular shape,Oval/parralel sides,Rounded,Smooth,None,None,Extensive,"Mid grey, Medium sized Eidsborg type whetstone. Broad and very thin, with two usable smooth grinding surfaces. Irregular end pieces, possibly broken.",Iron smear,Usable,,50,12.9,3,0.8,,,,S4.3,1780,1800,1780-1810,Lodge/Dining Room & Chambers
66,SKH02,837,116,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,4,Indeterminable,Tapering,Irregular shape,,Rectangular,Rounded/Sharp,Smooth,None,None,Unknown,"End piece fragmnet of a light grey whetstone of the Eidsborg type. Irregular end piece and smooth grinding surfaces with rough areas. Damages across the edges, could be post depositional.",None,Not usable,,6,,1.2,1,3.4,,,S20.4,1750,1770,1750-1780,School Dormitory
67,SKH02,838,123,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,3,Indeterminable,Indeterminable,Irregular shape,,Rectangular/unevenly,Irregular,Rough/smooth,None,None,Unknown,"Fragmented end piece of a light grey Eidsborg type whetstone, probably medium sized. Irregular use of the grinding surfaces and rough inclusions in the mineral structure.",None,Not usable,"Coarse grains, holes",16,,2.3,0.8,5.5,,,S29.1,1780,1800,1780-1810,Infirmary
68,SKH02,839,149,,,1,,Stabile,New nr. 71,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Centre piece only,Small,4,Bread shaped/convex,Parallel,,,Rectangular,Rounded/Sharp,Smooth,None,None,Extensive,"The centre piece of a light grey schist whetstone of the Eidsborg type. Both ends are smooth indicating that it was probably used for a while after breakage. Smooth grinding surfaces, square cross section and relativelt sharp edges. Slightly bread shaped looking at the broad side.",None,Usable,,10,,1.3,0.6,5.8,,,S21.3,1750,1770,1750-1780,School Room
69,SKH02,839,149,,,1,,Stabile,New nr. 72,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole,Small,4,Tapering,Irregular,Straight but with hew marks,Irregular shape,Rectangular,Rounded/Sharp,Vawy but smooth,V-shaped vague,None,Extensive,"An intact, small sized, whetstone of the light grey Eidsborg schist type. Extensively used. Tapering towards the lower end piece. Gridning surfaces are smooth but vawy due to use. A single vague grinding groove across one broad side. Both end pieces are rounded but irregular in shape. Square cross section.",None,Very usable,,25,9.1,1.6,1,,,,S21.3,1750,1770,1750-1780,School Room
70,SKH02,964,1,,,1,,Good,Re utilized as button cast. Mach button SKH 2004-3696,Dark grey,Schist,Very fine,Unknown/Norway,Sice,Whetstone,End piece only,Unknown,3,Indeterminable,Indeterminable,Straight but with hew marks,,Uneven/other,Rounded/Sharp,Vawy but smooth,Across edges,None,Extensive,"End piece of a small to medium sized, dark grey and very fine grained schist whetstone. Extensively used, vawy but smooth surfaces and straight end piece with hew marks. Triangular cross section due to extensive use (originally square). Re-utilized as a button cast?! Hole of 1,1 cm in diameter into one broad side, with a rosette pattern in the bottom. The letter H carved into the opposite broad side and the beginning of another letter. Perhaps reuse of a redeposited ""older"" whetstone.",None,Usable,,22,,2.4,1,5.7,,,LH,1958,1958,1930-1960,Levelling Horizon
71,SKH02,997,29,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,,Indeterminable,Indeterminable,,,,,,None,None,Unknown,Very small fragment of light grey Eidsborg schist with remains of two grinding surfaces visible.,None,Not usable,,1,,,,0.5,0.5,0.3,S20.6,1790,1790,1780-1810,School Dormitory
72,SKH03,1026,1,,,1,,Good,,Mid grey,Slate,Very fine,Unknown,,Whetstone,End piece only,Unknown,2,Parallel,Parallel,Straight,,Rectangular,Rounded,Smooth,None,None,Unknown,"Small piece of slate, possibly end-piece of a whetstone but uncertain. No destinct grinding marks. Smooth surfaces and parallel sides and rectangular cross section.",None,Not usable,,7,,,0.4,4,2,,LH,1958,1958,1930-1960,Levelling Horizon
73,SKH03,1026,1,,,1,,Good,,Dark grey,Slate,Very fine,Unknown,,Whetstone,End piece only,Unknown,2,Parallel,Parallel,Straight but with hew marks,,Rectangular,Rounded,Smooth,None,Hole for suspension,Unknown,"Small piece of slate, possibly end-piece of a whetstone but uncertain. Hole for suspention. No destinct grinding marks. Smooth surfaces and parallel sides and rectangular cross section.",None,Not usable,,7,,,0.4,4.2,1.8,,LH,1958,1958,1930-1960,Levelling Horizon
