ID1,ID,Dbase,Finds Number,Unit Number,Bark,Conversion/method,Wood species,Completeness,Discard,Photo/drawing,Length (mm),Width (mm),Thickness (mm),Diameter,profile,shape/sides,condition,burnt,Object,Object Group,Object category,Vessel type,vessel ID,Off-cut,Count,General Notes,Notes (continued),Field26,Building Phases_Building Phase,Real Date,Start Date,End Date,Period_Date,Attribution,No,GroupNo,Space,Unit type,Unit entropy,Sieved,
32,537,SF,898,96,No,,conifer,fragment,n,n,105,50,23,,,,,,board,structural,board,,,,1,"The end of a board. Tapers/rounded in from 5 cm to 2,8, the end is cut flat. Poss part of chair seat",,JÞ,S4.6,1890,,1890,1870-1900,Pantry/Kitchen,96,300,300,External area,disturbed,FALSE,
5172,,SF2,13488,2673,No,,conifer (pinus?),fragment,n,y,,48,8,,,,,,board,structural,board,,,,1,"small panel corner section; poss from small box  rebated along 2 sides, broken at ther 2 ends; large V-shaped notch chiselled onto outer face",,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2672,2521,2520,Floor,in situ,FALSE,
2288,421,SF,7106,1425,No,,conifer,fragment,n,n,88,20,4.5,,,,,,board,structural,board,,,,1,narrow slat broken at both ends. Prob from small furniture item like a box,,JÞ,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,1425,1211,1200,Floor,in situ,TRUE,
18,519,SF,888,65,No,,quercus,fragment,n,n,38,38,64,,,,,,board,structural,board,,,,4,"A thin strip of wood with holes bored through the centre, at ca 2,5 cm intervals. Same as 520",,JÞ,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,65,300,300,Floor,in situ,TRUE,
19,520,SF,888,65,No,,quercus,fragment,n,n,38,37,3,,,,,,board,structural,board,,,,1,A thin piece with a hole bored close to the corner. Prob same object as 519,panel for small furniture item/object (book/tablet?),JÞ,S4.5,1840-1890,1840,1890,1840-1900,Pantry/Kitchen,65,300,300,Floor,in situ,TRUE,
2513,404,SF,7137,1643,No,,larix,fragment,n,n,368,49,7,,,,,,board/stave,structural,board,,,,3,"A smooth board, might be part of panelling, furniture, stave form a vessel etc. A slight curvature in the board, might be warping, or it might reflect its original purpose, barrel?",check,JÞ,C.2-3,1720-1850,1720,1850,1720-1870,Courtyard,1646,1257,1257,External area,in situ,FALSE,
2514,405,SF,7137,1643,No,,larix,fragment,n,n,165,62,8.5,,,,,,board/stave,structural,board,,,,1,Probably a board from the same object as ID 404. Also has a slight curvature.,check,JÞ,C.2-3,1720-1850,1720,1850,1720-1870,Courtyard,1646,1257,1257,External area,in situ,FALSE,
4328,13,SV,13147,2798,No,tangential?,conifer,100,n,y,0,0,31,110,,,,,board?,tool,kitchen/craft,,,,1,"Single piece, thick disc . Work block? A little damaged on the edges.",,CW/GL,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2789,2520,2520,Floor,in situ,FALSE,
2734,847,SF,9787,2079,No,tangential,conifer,fragment,n,n,65,24,14,,,,,,board?,structural,board,,,,1,"The end of a board?, on end is cut flat, widens out form the end, from 0,9 to 1,4 cm, 2,9 cm in of the end a 0,7 cm hole has been bored.",,JÞ,C.2-3,1720-1850,1720,1850,1720-1870,Courtyard,2079,2061,1257,External area,in situ,FALSE,
2732,845,SF,9785,1740,No,,fagus,fragment,n,n,44,13,10,,rectangular,,,,board?,structural,board,,,,1,"Could be a fragment from a board, one end is broken off, and the other seems cut, three sides are worked, the board would have been around 1 cm thick.",,JÞ,S18.6,1760-1770,1760,1770,1750-1780,Pantry,1740,1335,1335,Floor,in situ,FALSE,
2720,1134,SF,9774,2346,No,,conifer,complete,n,y,50,0,0,,round,,,,bobbin,tool,textile,,,,1,"A spindle-turned piece, finely worked and decorated. Bottom end has a small pin to attach it, other end broken. cross-section from the broken end down: An elongated drop-shaped bulge, 0,9 cm in diam. and 1,9 cm long, a small ridge, an upside-down pear-sha",,JÞ,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,2346,546,546,External area,in situ,FALSE,
3324,1278,ST,10058,2215,No,,conifer,fragment,n,y,44,30,10,,,,,,bowl,Turned vessel,vessel,bowl,,,1,Looks like a rim fragment from a wooden bowl. Lathe-turned,,EC/SÞ/GL,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room,2215,1211,1200,Floor,in situ,TRUE,
376,,SF2,4383,1276,No,,broadleaf (betula?),fragment,n,n,80,,4,80,,circular,,,bowl,Turned vessel,vessel,bowl,,,1,"lathe-turned (face-turned), shallow bowl (c. 50mm deep), 80mm diam, 15%",,,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
15,528,SF,885,45,No,,Larix,fragment,n,y,49,29,11,,,,,,bowl,Turned vessel,vessel,bowl,,,1,Rim of a face-turned bowl with a  copper alloy repair strip .,,JÞ,S32.1,1850-1890,1850,1890,1840-1900,Forge,45,48,48,Midden,in situ,FALSE,
5191,,SF2,13567,2707,No,,broadleaf (tropic?),almost complete,n,y,39,31,,,,,,,box,Turned vessel,vessel,box,,,1,"small lathe-turned vessel, with ext screw thread rim; base in poor condition. Miniature, tub-like - poss inkwell or for keeping oils/perfume",,GML,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2707,2521,2520,Floor,in situ,FALSE,
4768,224,ST,13213,2727,No,tangential,conifer,complete,n,n,410,42,31,,,,,,brace,structural,fixture,lid finial?,,,1,Looks like a support for an  A-frame. A brace or a truss. One large iron nail in one of the oblique lap joints.,,EC/SÞ/GL,S23.2,1720,,1720,1690-1720,Bishops Living Quarters,2727,2863,2551,Demolition,in situ,FALSE,
4809,259,ST,13240,2847,No,tangential,conifer,fragment,n,n,392,54,38,,,,,,brace,structural,fixture,mirror frame?,,,1,Looks like a support for an A-frame. A brace or truss. Broken nail holes in both ends. Nail hole on both sides. Almost complete.,,EC/SÞ/GL,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2847,2520,2520,Wall,in situ,FALSE,
4429,88,ST,13174,2648,No,box quartered,conifer,complete,n,n,179,96,45,,,,,,brace,structural,fixture,lid finial,,,1,Triangled block with one corned cut off. Two nail holes in the bottom. Could be a shore (support for a pillar) or the foot of a bench or a table.,,EC/SÞ/GL,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2648,2521,2520,Floor,in situ,FALSE,
4441,98,ST,13176,2770,No,tangential,conifer,fragment,n,n,120,25,19,,,,,,brace?,structural,fixture,mirror frame?,,,1,bowed block with 6mm diam nail holes at each end - brace?,,EC/SÞ/GL,S25.3,1720,,1720,1690-1720,Boys Lodge (servants?),2770,2723,2520,Drain,in situ,FALSE,
4557,203,ST,13193,2845,No,tangential,conifer,complete,n,y,298,105,23,,,,,,bracket,structural,fixture,mirror frame?,,,1,Bracket. Maybe a foot/support for roof or furniture. Support angle is ca. 135 degrees. Interesting piece.,,EC/SÞ/GL,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2845,2848,2520,Wall,in situ,FALSE,
4685,390,ST,13202,2727,Yes,whole,betula,fragment,n,n,175,46,31,,,,,,branch,unworked,Unworked,,,,1,Bend piece of branch. Full length is 235 mm. Bark extant,,EC/SÞ/GL,S23.2,1720,,1720,1690-1720,Bishops Living Quarters,2727,2863,2551,Demolition,in situ,FALSE,
2963,1782,ST,9974,2341,No,,conifer,fragment,y,n,170,43,17,,,,,,branch,unworked,Unworked,,,,1,"Both ends broken. Piece of halved, hollow branch.",,EC/SÞ/GL,S25.3,1720,,1720,1690-1720,Boys Lodge (servants?),2341,2520,2520,Wall,disorganized,FALSE,
4357,36,ST,13165,2768,Yes,whole,see OE notes,fragment,y,n,51,19,20,,,,,,branch,unworked,Unworked,,,,1,Fragment of branch.,,EC/SÞ/GL,S25.3,1720,,1720,1690-1720,Boys Lodge (servants?),2768,2723,2520,Drain,in situ,FALSE,
875,3264,ST,4520,1073,No,,betula,fragment,y,n,70,20,22,,,,,,branch,unworked,worked,,,,1,Worked piece of branch.,,EC/SÞ/GL,S14.2,1800,,1800,1780-1810,Corridor to Church,1073,1269,1269,Wall,disturbed,FALSE,
124,560,SF,2385,393,No,,unid,fragment,n,n,25,13,8,,,,,,branch,unworked,unworked,mirror frame?,,,1,"A piece of wood from around a branch, no clear signs of working",,JÞ,S20.1,1650-1670,1650,1670,1630-1690,School Dormitory,393,436,733,Floor,in situ,TRUE,
212,3055,ST,3021,677,No,,conifer,fragment,y,n,144,33,19,,,,,,branch,unworked,unworked,,,,1,unworked stick? Knot at one end,,EC/SÞ/GL,S20.1,1650-1670,1650,1670,1630-1690,School Dormitory,677,733,733,Post setting,in situ,FALSE,
277,,ST2,3293,673,No,,conifer,complete,y,n,28,30,,,,,,,branch,unworked,Unworked,vessel?,,off-cut,1,"branch section (30mm diam), cut obliquely both ends",,GL,S20.1,1650-1670,1650,1670,1630-1690,School Dormitory,673,436,733,Floor,in situ,TRUE,
206,,ST2,2948,591,No,,unid,fragment,n,n,,,,,,,,charcoaled,branch,unworked,Unworked,plate,,,1,no signs of being worked,,GL,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,591,754,383,Wall,disorganized,TRUE,
243,3059,ST,3115,706,Yes,whole,betula,fragment,y,n,58,21,16,,,,,,branch,unworked,worked,,,off-cut,1,"Branch with bark, both ends cut. One end cut slantingly.",,EC/SÞ/GL,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,706,634,364,Wall,disorganized,FALSE,
244,3060,ST,3115,706,Yes,whole,betula,fragment,y,n,56,15,13,,,,,,branch,unworked,worked,,,off-cut,1,"Branch with bark. Both ends cut, one slantingly (under angle). One side without the bark possibly worked.",,EC/SÞ/GL,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,706,634,364,Wall,disorganized,FALSE,
245,3061,ST,3115,706,Yes,,betula,fragment,y,n,28,20,5,,,,,,branch,unworked,Unworked,,,,1,Branch with bark. It is rather thin so it can be assumed that it was maybe pressed? Both ends broken.,,EC/SÞ/GL,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,706,634,364,Wall,disorganized,FALSE,
246,3062,ST,3115,706,Yes,whole,betula,fragment,y,n,66,19,9,,,,,,branch,unworked,worked,,,,1,Branch with bark and part of a side branch. Both ends and the side-branch's end cut.,,EC/SÞ/GL,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,706,634,364,Wall,disorganized,FALSE,
247,3063,ST,3115,706,Yes,,betula,complete,y,n,53,20,13,,,,,,branch,unworked,worked,,,,1,"Branch with bark, both end cut. Also two side-branches either cut or broken-off.",,EC/SÞ/GL,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,706,634,364,Wall,disorganized,FALSE,
248,3064,ST,3115,706,Yes,whole,betula,fragment,y,n,57,22,20,,,,,,branch,unworked,worked,,,off-cut,1,"Branch with bark, both ends cut. One side-branch cut off.",,EC/SÞ/GL,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,706,634,364,Wall,disorganized,FALSE,
249,3065,ST,3115,706,Yes,whole,betula,fragment,y,n,57,13,9,,,,,,branch,unworked,worked,,,,1,Branch with bark. One end cut other broken. One side-branch cut-off.,,EC/SÞ/GL,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,706,634,364,Wall,disorganized,FALSE,
250,3066,ST,3115,706,Yes,,betula,fragment,y,n,94,60,32,,,,,,branch,unworked,worked,,,off-cut,1,"Branch with bark, with three side-branches cut off. End cut.",,EC/SÞ/GL,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,706,634,364,Wall,disorganized,FALSE,
251,3067,ST,3115,706,Yes,,betula,fragment,y,n,36,20,4,,,,,,branch,unworked,Unworked,,,,1,"Branch with bark, both ends broken. It is very thin so it could have been pressed.",,EC/SÞ/GL,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,706,634,364,Wall,disorganized,FALSE,
2749,c,SF2,9798,2346,No,,Salix,fragment,n,n,,,,,,,,,branch,unworked,Unworked,,,,1,"branch/twig fragment, broken on end",,,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,2346,546,546,External area,in situ,FALSE,
3038,1507,ST,10011,2346,No,whole,betula,complete,y,n,89,18,13,,,,,,branch,unworked,worked,,,,1,Piece of branch. Cut in both ends.,,EC/SÞ/GL,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,2346,546,546,External area,in situ,FALSE,
3039,1519,ST,10011,2346,No,,broadleaf,fragment,y,n,128,11,10,,?,,,,branch,unworked,Unworked,,,,1,,,EC/SÞ/GL,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,2346,546,546,External area,in situ,FALSE,
3040,1520,ST,10011,2346,No,whole,broadleaf,fragment,y,n,125,10,10,,,,,,branch,unworked,worked,,,,1,"One end cut, the other end broken. Piece of branch.",,EC/SÞ/GL,S31.1,1650-1700,1650,1700,1660-1690,Bishops Former Living Quarters,2346,546,546,External area,in situ,FALSE,
285,571,SF,3350,642,No,,unid,fragment,n,n,0,0,8.5,,,,,,branch,unworked,unworked,plate/lid,,off-cut,1,An unworked branch?,,JÞ,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,642,435,733,Floor,in situ,TRUE,
286,572,SF,3350,642,No,,unid,fragment,n,n,20,17,11,,,,,,branch,unworked,unworked,plate/lid,,off-cut,1,An unworked branch?,,JÞ,S20.2,1670-1700,1670,1700,1660-1720,School Dormitory,642,435,733,Floor,in situ,TRUE,
604,c,SF2,4489,1011,No,,Betula,fragment,n,n,,,,,,,,,branch,unworked,Unworked,,,,1,"Y-shaped branch junction - no cut marks, all ends broken/snapped",,,S22.1,1670-1700,1670,1700,1660-1720,Assistant Teachers Quarters,1011,842,842,Floor,in situ,TRUE,
3655,564,ST,13008,2817,No,whole,betula,fragment,n,n,130,165,26,,,,,,branch,unworked,Unworked,,,,1,Piece of branch shaped like a hook. Slightly worked?,,EC/SÞ/GL,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2817,2800,2520,Floor,in situ,TRUE,
3665,612,ST,13010,2821,Yes,whole,betula,fragment,y,n,190,72,43,,,,,,branch,unworked,Unworked,,,,1,Piece of branch. Chopped?,,EC/SÞ/GL,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2821,2800,2520,Floor,in situ,TRUE,
4136,766,ST,13074,2831,No,whole,conifer,complete,Y,n,30,18,16,,,,,,branch,unworked,worked,,,off-cut,1,Piece of branch with Two chamfered ends that gives it a triangular shape. Could just be a surplus cut off.,,EC/SÞ/GL,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2831,2800,2520,Floor,in situ,TRUE,
4217,991,ST,13093,2838,No,whole,betula,fragment,y,n,130,27,24,,,,,,branch,unworked,worked,,,off-cut,1,"Rounded piece narroring into width 15 mm. at one end. Hollow in the other end. Branch, poss worked into a peg.",,EC/SÞ/GL,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2838,2800,2520,Floor,in situ,TRUE,
4741,382,ST,13207,2847,Yes,whole,betula,fragment,n,n,155,45,33,,,,,,branch,unworked,worked,,,,1,branch cut off.,,EC/SÞ/GL,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2847,2520,2520,Wall,in situ,FALSE,
4878,a,ST2,13301,2750,No,,betula,fragment,n,n,60,12,,,,,,,branch,unworked,worked,,,,1,"round section of a branch, both ends broken - poss slightly worked",,GL,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2750,2733,2520,Drain,in situ,TRUE,
4887,c,ST2,13307,2823,No,,salix,fragment,n,n,18,9,,,,,,,branch,unworked,Unworked,,,off-cut,1,short section cut both end,,GL,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2823,2800,2520,Floor,in situ,TRUE,
4926,1068,SF,13332,2813,No,,unid,fragment,n,n,17,0,0,10,,,,,branch,unworked,Unworked,,,off-cut,1,"A round object, one end cut at a slight angle, the other end is mostly broken, although there are some cut marks on it, if it is wood, then a 2 mm hole has been bored through its centre. Prob off-cut",small socketed handle? Too small?,JÞ,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2813,2800,2520,Floor,in situ,TRUE,
5087,,ST2,13430,2799,yes,,betula,fragment,n,n,140,16,14,,,,,,branch,unworked,Unworked,,,,1,"unworked, broken both ends, bark still attached",,GL,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2799,2800,2520,Floor,in situ,FALSE,
5286,914,SF,16112,2829,No,,conifer,fragment,n,n,25,23,15,0,,tapered,,,branch,unworked,Unworked,,,off-cut?,1,"branch junction, off-cut?",,JÞ,S25.1,1670-1710,1670,1710,1660-1720,Boys Lodge (servants?),2817,2800,2520,Floor,in situ,TRUE,
310,,SF2,4317,988,Yes,,Betula/salix,fragment,n,n,,,,,,,,,branch,unworked,Unworked,,,off-cut,3,"very small pieces, prob off-cuts from small branches/twigs",,GML,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
428,608,SF,4407,988,No,whole,see OE notes,fragment,n,n,33,6.5,5.5,,,,,,branch,unworked,unworked,,,,1,An unworked branch.,,JÞ,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
429,609,SF,4407,988,No,whole,see OE notes,fragment,n,n,18,6,5,,,,,,branch,unworked,unworked,,,,1,An unworked branch.,,JÞ,S30.1,1670-1720,1670,1720,1660-1720,School Master's House,988,901,901,Floor,in situ,TRUE,
4261,982,ST,13100,2896,No,whole,betula,fragment,y,n,52,19,16,,,,,,branch,unworked,worked,,,,1,One end cut. Fragment of branch.,,EC/SÞ/GL,S17.2,1690-1700,1690,1700,1690-1720,Meat Store,2896,2730,2763,Fireplace,in situ,TRUE,
2379,3045,ST,7119,1568,yes,whole,betula,fragment,y,n,0,0,0,,,,,burnt,branch,unworked,Unworked,,,,1,"Three branches with bark and two without. Length max: 122 mm; min: 61 mm. Seem to be unworked, some poss charred",,EC/SÞ/GL,S11.1,1690-1720,1690,1720,1690-1720,Living Quarters,1568,2758,2758,Floor,in situ,TRUE,
4225,970,ST,13095,2852,No,whole,conifer,fragment,y,n,82,54,46,,,,,,branch,unworked,worked,,,off-cut,1,"Both ends cut. Piece of branch junction, cut 3 ways - waste off-cut.",,EC/SÞ/GL,S17.3,1700-1710,1700,1710,1690-1720,Meat Store,2852,2797,1680,Floor,in situ,TRUE,
4291,1044,ST,13112,2963,No,,betula,fragment,y,n,695,69,58,,,,,,branch,unworked,Unworked,,,,1,Branch.,"unworked branch, 60mm diam, curved/twisted - roofing?",EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2693,2658,2551,Floor,in situ,TRUE,
4839,3296,ST,13287,2686,No,,unid,fragment,n,n,45,11,9,,,,,,branch,unworked,worked,,,off-cut,1,branch cut off.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2686,2658,2551,Floor,in situ,TRUE,
4840,3304,ST,13287,2686,Yes,,unid,fragment,n,n,70,22,12,,,,,,branch,unworked,worked,,,,1,split branch with bark - prob betula; charred?,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2686,2658,2551,Floor,in situ,TRUE,
4912,1045,SF,13324,2872,No,whole,broadleaf,fragment,n,n,12,0,0,,,,,,branch,unworked,worked,,,,1,,,JÞ,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
5012,1026,SF,13388,2872,No,,broadleaf,fragment,n,n,80,11,6,,,,,,branch,unworked,Unworked,,,,1,"A branch, curved and tapers in to a point, stem has no signs of being worked, but the top end is cut, and has a notch, 0,35 cm wide and 0,15 cm deep.",,JÞ,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
5112,,ST2,13447,2694,No,,conifer (juniper?),fragment,n,n,65,25,22,,,,,,branch,unworked,Unworked,,,off-cut,1,"branch, bark stripped, one end cut at rght angle, other obliquely",,GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2694,2658,2551,Floor,in situ,TRUE,
5417,1010,SF,16209,2687,No,,conifer,fragment,n,n,80,12,0,,,,,,branch,unworked,worked,,,,1,"A straight branch, cut on one end and broken at the other, not much worked, but the surface is smooth, may have been used as a pin, or perhaps a handle or similar.",,JÞ,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2687,2658,2551,Floor,in situ,TRUE,
5024,,ST2,13393,2524,No,,conifer,fragment,n,n,9,13,11,,,,,,branch,unworked,Unworked,,,off-cut,1,short off-cut from branch,,GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2524,2235,2294,Floor,in situ,FALSE,
2907,1809,ST,9959,2251,No,whole,broadleaf,fragment,y,n,63,14,13,,,,,,branch,unworked,Unworked,,,,1,The other end broken. Piece of branch.,,EC/SÞ/GL,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2251,2067,1884,Floor,in situ,TRUE,
3430,1199,ST,10085,2240,Yes,whole,betula,fragment,Y,n,70,14,13,,,,,,branch,unworked,Unworked,,,,1,Piece of branch.,,EC/SÞ/GL,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2240,2067,1884,Floor,in situ,TRUE,
3431,1202,ST,10085,2240,No,whole,betula,fragment,Y,n,82,8,7,,,,,,branch,unworked,Unworked,,,,1,Piece of crumbled branch.,,EC/SÞ/GL,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2240,2067,1884,Floor,in situ,TRUE,
3476,1083,ST,10097,2181,No,,betula,fragment,n,n,101,70,20,,,,,,branch,unworked,worked,,,,1,"L-shaped piece. One side flat. The other side more rounded. One end cut, the other end could be cut, but could also be broken. A deep vertical cut could be from a saw or a knife. Does not look deliberate.",,EC/SÞ/GL,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2181,2067,1884,Floor,in situ,TRUE,
